,assembly,BGC,cblast_score,,
1785,176,scaffold_1470,1283,,176_scaffold_1470
1786,176,scaffold_1621,,,176_scaffold_1621
1787,176,scaffold_260,2167,,176_scaffold_260
1788,176,scaffold_539,2559,,176_scaffold_539
1789,176,scaffold_176,3576,,176_scaffold_176
1790,176,scaffold_766,2996,,176_scaffold_766
1791,176,scaffold_1726,,,176_scaffold_1726
1792,176,scaffold_1695,638,,176_scaffold_1695
1793,176,scaffold_870,4164,,176_scaffold_870
1794,176,scaffold_139,,,176_scaffold_139
1795,176,scaffold_1523,,,176_scaffold_1523
1796,176,scaffold_34,1396,,176_scaffold_34
1797,176,scaffold_976,5534,,176_scaffold_976
1798,176,scaffold_1134,2246,,176_scaffold_1134
1799,176,scaffold_2471,,,176_scaffold_2471
1800,176,scaffold_535,,,176_scaffold_535
1801,176,scaffold_1,8379,,176_scaffold_1
1802,176,scaffold_601,2222,,176_scaffold_601
1803,176,scaffold_1129,,,176_scaffold_1129
1804,176,scaffold_456,2633,,176_scaffold_456
1805,176,scaffold_1525,,,176_scaffold_1525
1806,176,scaffold_3036,,,176_scaffold_3036
1807,176,scaffold_1461,,,176_scaffold_1461
1808,176,scaffold_108,7165,,176_scaffold_108
1809,176,scaffold_2001,1162,,176_scaffold_2001
1810,176,scaffold_991,1894,,176_scaffold_991
1811,176,scaffold_584,2277,,176_scaffold_584
1812,176,scaffold_378,1341,,176_scaffold_378
1813,176,scaffold_88,2946,,176_scaffold_88
1814,176,scaffold_2107,3550,,176_scaffold_2107
1815,176,scaffold_316,1429,,176_scaffold_316
1816,176,scaffold_1688,,,176_scaffold_1688
1817,176,scaffold_1760,,,176_scaffold_1760
1818,176,scaffold_948,,,176_scaffold_948
1819,101,c00038_NODE,1961,,101_c00038_NODE
1820,101,c00149_NODE,,,101_c00149_NODE
1821,101,c00272_NODE,,,101_c00272_NODE
1822,101,c00071_NODE,,,101_c00071_NODE
1823,101,c00005_NODE,865,,101_c00005_NODE
1824,101,c00326_NODE,,,101_c00326_NODE
1825,101,c00065_NODE,761,,101_c00065_NODE
1826,101,c00075_NODE,253,,101_c00075_NODE
1827,26,scaffold_392,,,26_scaffold_392
1828,26,scaffold_349,,,26_scaffold_349
1829,26,scaffold_45,1448,,26_scaffold_45
1830,26,scaffold_157,3079,,26_scaffold_157
1831,26,scaffold_1312,,,26_scaffold_1312
1832,26,scaffold_126,4646,,26_scaffold_126
1833,26,scaffold_817,,,26_scaffold_817
1834,26,scaffold_776,,,26_scaffold_776
1835,26,scaffold_319,685,,26_scaffold_319
1836,26,scaffold_302,,,26_scaffold_302
1837,26,scaffold_62,592,,26_scaffold_62
1838,26,scaffold_755,,,26_scaffold_755
1839,26,scaffold_480,3659,,26_scaffold_480
1840,26,scaffold_821,3326,,26_scaffold_821
1841,26,scaffold_530,1957,,26_scaffold_530
1842,26,scaffold_37,,,26_scaffold_37
1843,26,scaffold_104,,,26_scaffold_104
1844,26,scaffold_78,3038,,26_scaffold_78
1845,26,scaffold_1222,299,,26_scaffold_1222
1846,26,scaffold_364,981,,26_scaffold_364
1847,26,scaffold_430,1887,,26_scaffold_430
1848,26,scaffold_1012,,,26_scaffold_1012
1849,26,scaffold_255,948,,26_scaffold_255
1850,26,scaffold_283,3304,,26_scaffold_283
1851,26,scaffold_448,,,26_scaffold_448
1852,229,scaffold_861,,,229_scaffold_861
1853,229,scaffold_1878,,,229_scaffold_1878
1854,229,scaffold_245,1334,,229_scaffold_245
1855,229,scaffold_511,2755,,229_scaffold_511
1856,229,scaffold_422,3823,,229_scaffold_422
1857,229,scaffold_1526,,,229_scaffold_1526
1858,229,scaffold_133,4626,,229_scaffold_133
1859,229,scaffold_47,4190,,229_scaffold_47
1860,229,scaffold_1472,,,229_scaffold_1472
1861,229,scaffold_102,,,229_scaffold_102
1862,229,scaffold_257,1482,,229_scaffold_257
1863,229,scaffold_921,2394,,229_scaffold_921
1864,229,scaffold_70,,,229_scaffold_70
1865,229,scaffold_261,2906,,229_scaffold_261
1866,229,scaffold_325,870,,229_scaffold_325
1867,229,scaffold_1603,1420,,229_scaffold_1603
1868,229,scaffold_28,5994,,229_scaffold_28
1869,229,scaffold_1240,,,229_scaffold_1240
1870,229,scaffold_1471,,,229_scaffold_1471
1871,229,scaffold_531,3436,,229_scaffold_531
1872,229,scaffold_1815,1637,,229_scaffold_1815
1873,229,scaffold_82,2441,,229_scaffold_82
1874,229,scaffold_244,,,229_scaffold_244
1875,229,scaffold_94,840,,229_scaffold_94
1876,229,scaffold_1589,,,229_scaffold_1589
1877,229,scaffold_855,,,229_scaffold_855
1878,229,scaffold_1289,,,229_scaffold_1289
1879,324,scaffold_120,,,324_scaffold_120
1880,324,scaffold_639,,,324_scaffold_639
1881,324,scaffold_1816,,,324_scaffold_1816
1882,324,scaffold_66,2796,,324_scaffold_66
1883,324,scaffold_730,,,324_scaffold_730
1884,324,scaffold_1127,,,324_scaffold_1127
1885,324,scaffold_1513,,,324_scaffold_1513
1886,324,scaffold_349,,,324_scaffold_349
1887,324,scaffold_1894,,,324_scaffold_1894
1888,324,scaffold_1173,,,324_scaffold_1173
1889,324,scaffold_29,1980,,324_scaffold_29
1890,324,scaffold_280,,,324_scaffold_280
1891,324,scaffold_1656,,,324_scaffold_1656
1892,324,scaffold_1518,,,324_scaffold_1518
1893,324,scaffold_15,6297,,324_scaffold_15
1894,324,scaffold_666,,,324_scaffold_666
1895,324,scaffold_528,,,324_scaffold_528
1896,324,scaffold_855,1078,,324_scaffold_855
1897,324,scaffold_774,,,324_scaffold_774
1898,324,scaffold_972,,,324_scaffold_972
1899,324,scaffold_672,,,324_scaffold_672
1900,324,scaffold_284,,,324_scaffold_284
1901,324,scaffold_546,,,324_scaffold_546
1902,324,scaffold_1406,,,324_scaffold_1406
1903,324,scaffold_1087,1248,,324_scaffold_1087
1904,324,scaffold_842,2992,,324_scaffold_842
1905,324,scaffold_631,,,324_scaffold_631
1906,324,scaffold_318,3340,,324_scaffold_318
1907,324,scaffold_3,,,324_scaffold_3
1908,324,scaffold_668,,,324_scaffold_668
1909,324,scaffold_526,,,324_scaffold_526
1910,324,scaffold_1371,1841,,324_scaffold_1371
1911,324,scaffold_699,,,324_scaffold_699
1912,324,scaffold_10,,,324_scaffold_10
1913,324,scaffold_239,1586,,324_scaffold_239
1914,324,scaffold_1284,2322,,324_scaffold_1284
1915,324,scaffold_121,,,324_scaffold_121
1916,324,scaffold_1803,,,324_scaffold_1803
1917,324,scaffold_996,1256,,324_scaffold_996
1918,254,scaffold_3,,,254_scaffold_3
1919,254,scaffold_1,,,254_scaffold_1
1920,254,scaffold_18,,,254_scaffold_18
1921,254,scaffold_4,,,254_scaffold_4
1922,223,c00034_NODE,,,223_c00034_NODE
1923,223,c00043_NODE,420,,223_c00043_NODE
1924,223,c00114_NODE,,,223_c00114_NODE
1925,120,scaffold_82,,,120_scaffold_82
1926,120,scaffold_21,,,120_scaffold_21
1927,120,scaffold_40,,,120_scaffold_40
1928,120,scaffold_6,2178,,120_scaffold_6
1929,120,scaffold_28,,,120_scaffold_28
1930,120,scaffold_4,,,120_scaffold_4
1931,120,scaffold_7,,,120_scaffold_7
1932,120,scaffold_8,,,120_scaffold_8
1933,120,scaffold_48,2942,,120_scaffold_48
1934,120,scaffold_13,,,120_scaffold_13
1935,120,scaffold_3,,,120_scaffold_3
1936,120,scaffold_15,,,120_scaffold_15
1937,120,scaffold_43,,,120_scaffold_43
1938,120,scaffold_173,,,120_scaffold_173
1939,120,scaffold_1,,,120_scaffold_1
1940,282,scaffold_76,2493,,282_scaffold_76
1941,282,scaffold_280,,,282_scaffold_280
1942,282,scaffold_79,,,282_scaffold_79
1943,282,scaffold_492,2006,,282_scaffold_492
1944,282,scaffold_367,,,282_scaffold_367
1945,282,scaffold_402,,,282_scaffold_402
1946,282,scaffold_26,,,282_scaffold_26
1947,282,scaffold_153,,,282_scaffold_153
1948,282,scaffold_2,1277,,282_scaffold_2
1949,282,scaffold_67,,,282_scaffold_67
1950,282,scaffold_138,3303,,282_scaffold_138
1951,282,scaffold_163,,,282_scaffold_163
1952,282,scaffold_99,,,282_scaffold_99
1953,316,scaffold_20,1250,,316_scaffold_20
1954,316,scaffold_234,,,316_scaffold_234
1955,316,scaffold_2,3258,,316_scaffold_2
1956,316,scaffold_230,,,316_scaffold_230
1957,316,scaffold_72,2385,,316_scaffold_72
1958,316,scaffold_64,,,316_scaffold_64
1959,316,scaffold_269,,,316_scaffold_269
1960,316,scaffold_288,,,316_scaffold_288
1961,316,scaffold_51,2609,,316_scaffold_51
1962,316,scaffold_286,,,316_scaffold_286
1963,316,scaffold_129,,,316_scaffold_129
1964,316,scaffold_33,,,316_scaffold_33
1965,316,scaffold_16,,,316_scaffold_16
1966,316,scaffold_21,,,316_scaffold_21
1967,316,scaffold_310,,,316_scaffold_310
1968,316,scaffold_1,2776,,316_scaffold_1
1969,316,scaffold_75,,,316_scaffold_75
1970,14,scaffold_1555,829,,14_scaffold_1555
1971,14,scaffold_516,4379,,14_scaffold_516
1972,14,scaffold_1135,,,14_scaffold_1135
1973,14,scaffold_306,,,14_scaffold_306
1974,14,scaffold_1892,,,14_scaffold_1892
1975,14,scaffold_535,1804,,14_scaffold_535
1976,14,scaffold_620,2382,,14_scaffold_620
1977,14,scaffold_592,,,14_scaffold_592
1978,14,scaffold_651,3735,,14_scaffold_651
1979,14,scaffold_1415,,,14_scaffold_1415
1980,14,scaffold_630,3660,,14_scaffold_630
1981,14,scaffold_1042,,,14_scaffold_1042
1982,14,scaffold_475,,,14_scaffold_475
1983,14,scaffold_147,,,14_scaffold_147
1984,14,scaffold_1207,2891,,14_scaffold_1207
1985,14,scaffold_52,1077,,14_scaffold_52
1986,14,scaffold_1971,2691,,14_scaffold_1971
1987,14,scaffold_126,4178,,14_scaffold_126
1988,14,scaffold_1402,,,14_scaffold_1402
1989,14,scaffold_894,,,14_scaffold_894
1990,14,scaffold_11,7658,,14_scaffold_11
1991,14,scaffold_173,4830,,14_scaffold_173
1992,14,scaffold_1510,,,14_scaffold_1510
1993,14,scaffold_171,1459,,14_scaffold_171
1994,14,scaffold_1670,,,14_scaffold_1670
1995,14,scaffold_1578,,,14_scaffold_1578
1996,14,scaffold_274,2276,,14_scaffold_274
1997,14,scaffold_74,2762,,14_scaffold_74
1998,14,scaffold_1521,,,14_scaffold_1521
1999,14,scaffold_241,,,14_scaffold_241
2000,14,scaffold_1327,4586,,14_scaffold_1327
2001,14,scaffold_1596,,,14_scaffold_1596
2002,87,c00001_NODE,,,87_c00001_NODE
2003,87,c00002_NODE,,,87_c00002_NODE
2004,69,scaffold_910,,,69_scaffold_910
2005,69,scaffold_21,9955,,69_scaffold_21
2006,69,scaffold_61,862,,69_scaffold_61
2007,69,scaffold_230,,,69_scaffold_230
2008,69,scaffold_318,4559,,69_scaffold_318
2009,69,scaffold_667,,,69_scaffold_667
2010,69,scaffold_40,4966,,69_scaffold_40
2011,69,scaffold_854,,,69_scaffold_854
2012,69,scaffold_63,6994,,69_scaffold_63
2013,69,scaffold_1442,,,69_scaffold_1442
2014,69,scaffold_628,,,69_scaffold_628
2015,69,scaffold_82,,,69_scaffold_82
2016,69,scaffold_682,,,69_scaffold_682
2017,69,scaffold_370,,,69_scaffold_370
2018,69,scaffold_196,3803,,69_scaffold_196
2019,69,scaffold_258,3787,,69_scaffold_258
2020,69,scaffold_25,5186,,69_scaffold_25
2021,69,scaffold_100,,,69_scaffold_100
2022,69,scaffold_1202,1608,,69_scaffold_1202
2023,69,scaffold_3,7557,,69_scaffold_3
2024,69,scaffold_52,9867,,69_scaffold_52
2025,69,scaffold_274,2571,,69_scaffold_274
2026,69,scaffold_595,1918,,69_scaffold_595
2027,69,scaffold_1,3588,,69_scaffold_1
2028,69,scaffold_31,1942,,69_scaffold_31
2029,69,scaffold_583,,,69_scaffold_583
2030,69,scaffold_451,2013,,69_scaffold_451
2031,69,scaffold_491,447,,69_scaffold_491
2032,69,scaffold_85,1346,,69_scaffold_85
2033,69,scaffold_404,4058,,69_scaffold_404
2034,69,scaffold_540,1418,,69_scaffold_540
2035,69,scaffold_995,1699,,69_scaffold_995
2036,69,scaffold_523,4536,,69_scaffold_523
2037,69,scaffold_47,,,69_scaffold_47
2038,69,scaffold_888,,,69_scaffold_888
2039,69,scaffold_1451,,,69_scaffold_1451
2040,69,scaffold_431,4019,,69_scaffold_431
2041,69,scaffold_70,439,,69_scaffold_70
2042,69,scaffold_1497,,,69_scaffold_1497
2043,69,scaffold_41,7940,,69_scaffold_41
2044,69,scaffold_1524,,,69_scaffold_1524
2045,69,scaffold_148,3903,,69_scaffold_148
2046,69,scaffold_363,1861,,69_scaffold_363
2047,69,scaffold_571,,,69_scaffold_571
2048,69,scaffold_1002,,,69_scaffold_1002
2049,69,scaffold_9,17276,,69_scaffold_9
2050,69,scaffold_62,1718,,69_scaffold_62
2051,69,scaffold_107,2993,,69_scaffold_107
2052,211,scaffold_85,,,211_scaffold_85
2053,211,scaffold_264,,,211_scaffold_264
2054,211,scaffold_6,,,211_scaffold_6
2055,211,scaffold_51,,,211_scaffold_51
2056,211,scaffold_276,,,211_scaffold_276
2057,211,scaffold_102,,,211_scaffold_102
2058,211,scaffold_15,,,211_scaffold_15
2059,211,scaffold_95,,,211_scaffold_95
2060,211,scaffold_79,,,211_scaffold_79
2061,211,scaffold_21,,,211_scaffold_21
2062,211,scaffold_115,,,211_scaffold_115
2063,211,scaffold_212,,,211_scaffold_212
2064,211,scaffold_147,,,211_scaffold_147
2065,211,scaffold_108,,,211_scaffold_108
2066,211,scaffold_27,,,211_scaffold_27
2067,211,scaffold_8,4474,,211_scaffold_8
2068,211,scaffold_86,,,211_scaffold_86
2069,288,c00148_NODE,,,288_c00148_NODE
2070,288,c00016_NODE,1010,,288_c00016_NODE
2071,288,c00031_NODE,,,288_c00031_NODE
2072,288,c00110_NODE,368,,288_c00110_NODE
2073,288,c00164_NODE,,,288_c00164_NODE
2074,288,c00165_NODE,913,,288_c00165_NODE
2075,288,c00087_NODE,,,288_c00087_NODE
2076,288,c00102_NODE,,,288_c00102_NODE
2077,288,c00021_NODE,1132,,288_c00021_NODE
2078,165,scaffold_1519,,,165_scaffold_1519
2079,165,scaffold_776,,,165_scaffold_776
2080,165,scaffold_212,,,165_scaffold_212
2081,165,scaffold_354,,,165_scaffold_354
2082,165,scaffold_1235,1390,,165_scaffold_1235
2083,165,scaffold_267,,,165_scaffold_267
2084,165,scaffold_1556,,,165_scaffold_1556
2085,165,scaffold_46,1338,,165_scaffold_46
2086,165,scaffold_578,,,165_scaffold_578
2087,165,scaffold_845,,,165_scaffold_845
2088,165,scaffold_502,248,,165_scaffold_502
2089,165,scaffold_901,,,165_scaffold_901
2090,165,scaffold_195,,,165_scaffold_195
2091,165,scaffold_6,2105,,165_scaffold_6
2092,165,scaffold_1528,847,,165_scaffold_1528
2093,165,scaffold_561,,,165_scaffold_561
2094,165,scaffold_235,5533,,165_scaffold_235
2095,165,scaffold_390,,,165_scaffold_390
2096,165,scaffold_1153,,,165_scaffold_1153
2097,165,scaffold_219,3112,,165_scaffold_219
2098,165,scaffold_616,,,165_scaffold_616
2099,165,scaffold_348,,,165_scaffold_348
2100,165,scaffold_752,,,165_scaffold_752
2101,165,scaffold_1673,,,165_scaffold_1673
2102,165,scaffold_345,1749,,165_scaffold_345
2103,165,scaffold_5,,,165_scaffold_5
2104,165,scaffold_72,1439,,165_scaffold_72
2105,165,scaffold_370,,,165_scaffold_370
2106,165,scaffold_1037,,,165_scaffold_1037
2107,165,scaffold_432,,,165_scaffold_432
2108,165,scaffold_638,,,165_scaffold_638
2109,165,scaffold_13,,,165_scaffold_13
2110,165,scaffold_279,,,165_scaffold_279
2111,165,scaffold_85,2145,,165_scaffold_85
2112,165,scaffold_161,,,165_scaffold_161
2113,165,scaffold_992,,,165_scaffold_992
2114,165,scaffold_34,,,165_scaffold_34
2115,165,scaffold_1656,1038,,165_scaffold_1656
2116,165,scaffold_1,15567,,165_scaffold_1
2117,165,scaffold_131,3983,,165_scaffold_131
2118,165,scaffold_184,,,165_scaffold_184
2119,165,scaffold_192,3129,,165_scaffold_192
2120,165,scaffold_303,1124,,165_scaffold_303
2121,165,scaffold_81,2857,,165_scaffold_81
2122,165,scaffold_572,,,165_scaffold_572
2123,112,scaffold_1078,,,112_scaffold_1078
2124,112,scaffold_29,5657,,112_scaffold_29
2125,112,scaffold_1035,,,112_scaffold_1035
2126,112,scaffold_24,,,112_scaffold_24
2127,112,scaffold_11,,,112_scaffold_11
2128,112,scaffold_185,,,112_scaffold_185
2129,112,scaffold_1579,2456,,112_scaffold_1579
2130,112,scaffold_1175,,,112_scaffold_1175
2131,112,scaffold_745,,,112_scaffold_745
2132,112,scaffold_4,7666,,112_scaffold_4
2133,112,scaffold_368,,,112_scaffold_368
2134,112,scaffold_869,,,112_scaffold_869
2135,112,scaffold_1182,,,112_scaffold_1182
2136,112,scaffold_36,,,112_scaffold_36
2137,112,scaffold_409,,,112_scaffold_409
2138,112,scaffold_6,,,112_scaffold_6
2139,112,scaffold_489,,,112_scaffold_489
2140,112,scaffold_522,3896,,112_scaffold_522
2141,112,scaffold_5,6514,,112_scaffold_5
2142,112,scaffold_432,,,112_scaffold_432
2143,112,scaffold_330,,,112_scaffold_330
2144,112,scaffold_1438,,,112_scaffold_1438
2145,112,scaffold_12,,,112_scaffold_12
2146,112,scaffold_1,1622,,112_scaffold_1
2147,112,scaffold_740,3278,,112_scaffold_740
2148,112,scaffold_906,1209,,112_scaffold_906
2149,112,scaffold_334,,,112_scaffold_334
2150,112,scaffold_532,,,112_scaffold_532
2151,112,scaffold_1231,,,112_scaffold_1231
2152,112,scaffold_355,,,112_scaffold_355
2153,112,scaffold_3,,,112_scaffold_3
2154,118,c00004_NODE,,,118_c00004_NODE
2155,118,c00021_NODE,,,118_c00021_NODE
2156,118,c00012_NODE,,,118_c00012_NODE
2157,162,scaffold_253,4425,,162_scaffold_253
2158,162,scaffold_2393,,,162_scaffold_2393
2159,162,scaffold_150,2810,,162_scaffold_150
2160,162,scaffold_1138,,,162_scaffold_1138
2161,162,scaffold_171,2473,,162_scaffold_171
2162,162,scaffold_2623,1818,,162_scaffold_2623
2163,162,scaffold_291,2161,,162_scaffold_291
2164,162,scaffold_99,1080,,162_scaffold_99
2165,162,scaffold_358,2721,,162_scaffold_358
2166,162,scaffold_1846,,,162_scaffold_1846
2167,162,scaffold_794,1647,,162_scaffold_794
2168,162,scaffold_128,,,162_scaffold_128
2169,162,scaffold_14,1391,,162_scaffold_14
2170,162,scaffold_1311,,,162_scaffold_1311
2171,162,scaffold_1612,,,162_scaffold_1612
2172,162,scaffold_257,2044,,162_scaffold_257
2173,162,scaffold_2547,,,162_scaffold_2547
2174,162,scaffold_1418,,,162_scaffold_1418
2175,162,scaffold_1403,,,162_scaffold_1403
2176,162,scaffold_52,,,162_scaffold_52
2177,162,scaffold_487,3955,,162_scaffold_487
2178,162,scaffold_744,1073,,162_scaffold_744
2179,162,scaffold_522,2440,,162_scaffold_522
2180,162,scaffold_1906,,,162_scaffold_1906
2181,162,scaffold_464,2174,,162_scaffold_464
2182,162,scaffold_1878,2391,,162_scaffold_1878
2183,162,scaffold_137,1810,,162_scaffold_137
2184,162,scaffold_536,4236,,162_scaffold_536
2185,162,scaffold_1667,,,162_scaffold_1667
2186,162,scaffold_351,1865,,162_scaffold_351
2187,162,scaffold_1524,,,162_scaffold_1524
2188,162,scaffold_162,2334,,162_scaffold_162
2189,162,scaffold_389,2562,,162_scaffold_389
2190,162,scaffold_88,,,162_scaffold_88
2191,162,scaffold_13,2293,,162_scaffold_13
2192,162,scaffold_1905,,,162_scaffold_1905
2193,162,scaffold_72,,,162_scaffold_72
2194,162,scaffold_674,2076,,162_scaffold_674
2195,162,scaffold_2607,,,162_scaffold_2607
2196,162,scaffold_47,2123,,162_scaffold_47
2197,162,scaffold_2651,,,162_scaffold_2651
2198,162,scaffold_1314,,,162_scaffold_1314
2199,162,scaffold_622,,,162_scaffold_622
2200,162,scaffold_2991,,,162_scaffold_2991
2201,162,scaffold_263,,,162_scaffold_263
2202,162,scaffold_791,,,162_scaffold_791
2203,162,scaffold_3057,,,162_scaffold_3057
2204,162,scaffold_726,2139,,162_scaffold_726
2205,162,scaffold_1286,1611,,162_scaffold_1286
2206,162,scaffold_242,981,,162_scaffold_242
2207,162,scaffold_499,2342,,162_scaffold_499
2208,162,scaffold_1122,2867,,162_scaffold_1122
2209,162,scaffold_151,1017,,162_scaffold_151
2210,162,scaffold_1582,,,162_scaffold_1582
2211,162,scaffold_1070,1390,,162_scaffold_1070
2212,162,scaffold_1431,,,162_scaffold_1431
2213,162,scaffold_586,497,,162_scaffold_586
2214,162,scaffold_720,3710,,162_scaffold_720
2215,162,scaffold_1751,,,162_scaffold_1751
2216,162,scaffold_1577,1193,,162_scaffold_1577
2217,162,scaffold_743,535,,162_scaffold_743
2218,162,scaffold_1674,,,162_scaffold_1674
2219,162,scaffold_1117,,,162_scaffold_1117
2220,162,scaffold_2120,,,162_scaffold_2120
2221,162,scaffold_2350,,,162_scaffold_2350
2222,311,scaffold_38,,,311_scaffold_38
2223,311,scaffold_29,,,311_scaffold_29
2224,285,scaffold_76,267,,285_scaffold_76
2225,285,scaffold_1225,1468,,285_scaffold_1225
2226,285,scaffold_137,3691,,285_scaffold_137
2227,285,scaffold_123,1356,,285_scaffold_123
2228,285,scaffold_348,,,285_scaffold_348
2229,285,scaffold_1097,,,285_scaffold_1097
2230,285,scaffold_98,,,285_scaffold_98
2231,285,scaffold_18,7748,,285_scaffold_18
2232,285,scaffold_931,1839,,285_scaffold_931
2233,285,scaffold_48,,,285_scaffold_48
2234,285,scaffold_211,4163,,285_scaffold_211
2235,285,scaffold_53,,,285_scaffold_53
2236,285,scaffold_357,,,285_scaffold_357
2237,285,scaffold_70,,,285_scaffold_70
2238,285,scaffold_51,,,285_scaffold_51
2239,285,scaffold_989,,,285_scaffold_989
2240,285,scaffold_253,,,285_scaffold_253
2241,285,scaffold_91,4542,,285_scaffold_91
2242,285,scaffold_52,,,285_scaffold_52
2243,285,scaffold_286,,,285_scaffold_286
2244,285,scaffold_2,10486,,285_scaffold_2
2245,285,scaffold_342,2052,,285_scaffold_342
2246,285,scaffold_28,,,285_scaffold_28
2247,285,scaffold_590,,,285_scaffold_590
2248,285,scaffold_419,,,285_scaffold_419
2249,285,scaffold_27,3499,,285_scaffold_27
2250,285,scaffold_371,,,285_scaffold_371
2251,285,scaffold_40,,,285_scaffold_40
2252,285,scaffold_367,1936,,285_scaffold_367
2253,285,scaffold_350,2109,,285_scaffold_350
2254,285,scaffold_21,7735,,285_scaffold_21
2255,285,scaffold_155,1501,,285_scaffold_155
2256,285,scaffold_1650,,,285_scaffold_1650
2257,285,scaffold_195,,,285_scaffold_195
2258,285,scaffold_431,,,285_scaffold_431
2259,285,scaffold_54,,,285_scaffold_54
2260,285,scaffold_1627,,,285_scaffold_1627
2261,285,scaffold_450,,,285_scaffold_450
2262,285,scaffold_35,6794,,285_scaffold_35
