Assembly,estimated_coverage,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# total reads,# left,# right,Mapped (%),Properly paired (%),Avg. coverage depth,Coverage >= 1x (%),# N's per 100 kbp,genes,mRNA,tRNA,ncRNA,rRNA,avg_gene_length,BGC_count,kc_proportion,BGC_types,total_BGC_length,BGC_mean_length,BGC_median_length,contig_edge_proportion,average_min_cosine_score,GCC min > 0.4,novelty score,Query,Accession,Identity,Bitscore,E-value,Subject Name,BUSCO - C,BUSCO - S,BUSCO - D,BUSCO - F,BUSCO - M,isolate_class,isolate_order,isolate_family,isolate_genus,Host_ID,Host_location,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Photobiont,Growth_form,Macroclimate
128,2.55,25624,7536,49,2,0,0,22507473,12652326,304587,21621,0,0,16690,10907,19149412,51.45,1294,858,4821,9384,1324853,661865,661865,81.76,80.41,7,99.99,7.15,0,0,0,0,0,0,6,0.17,"T1PKS, NRPS",40263,6710.5,6091.5,1,0.011703089,0.011703089,0.451656389,NODE_7037_length_1044_cov_25.715376|F|ITS2,NR_163677,100,289,7.96E-79,Penicillium ardesiacum CBS 497.73 ITS region; from TYPE material,,,,,,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,381,Wharariki Beach,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,austrocetratum,Green,Foliose,"Mild, humid"
129,21.49,27298,12816,1990,1068,210,17,56161999,47945364,27172535,20669623,7335858,1033375,20783,93168,53696995,51.69,5196,1712,1927,6967,5377179,2688040,2688040,97.36,96.74,13,99.99,7.28,21559,21424,135,0,0,1290.17,38,0.26,"terpene, T1PKS, NRPS-like, NRPS",475239,12506.29,8881.5,1,0.039169108,0.039169108,1.626207983,NODE_27136_length_280_cov_35.542484|F|ITS2,NR_163677,100,289,7.96E-79,Penicillium ardesiacum CBS 497.73 ITS region; from TYPE material,1263 (96.27%),705 (53.73%),558 (42.53%),43 (3.28%),6 (0.46%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
130,16.81,11264,8221,1767,268,2,0,31649330,29927120,13669278,3464502,51019,0,9878,25880,31126535,49.35,4444,2592,2168,4457,4919779,2458657,2458657,98.85,98.45,21,99.99,2.96,11710,11600,110,0,0,1439.79,69,0.1,"indole, NRPS-like, terpene, T1PKS, NRPS",671118,9726.35,8567,1,0.041246748,0.041246748,1.734199035,NODE_6149_length_1796_cov_55.875974|F,NR_077158,96.308,1002,0,Penicillium spinulosum FRR 1750 ITS region; from TYPE material,1223 (93.22%),1219 (92.91%),4 (0.3%),67 (5.11%),22 (1.68%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
131,3.41,22668,14030,1478,96,1,0,43858649,38793330,10048711,1149048,28050,0,19179,28050,42529892,53.3,3027,1786,4391,8972,3427637,1712936,1712936,97.44,96.52,10,99.99,7.06,15787,15701,86,0,0,1267.92,42,0.17,"T1PKS, terpene, NRPS-like, NRPS",367647,8753.5,8081.5,1,0.051965461,0.051965461,1.397331085,,,,,,,1121 (85.44%),1118 (85.21%),3 (0.23%),140 (10.67%),51 (3.89%),unidentified,unidentified,unidentified,unidentified,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
132,15.82,17336,10096,1177,83,0,0,32156925,28107355,8101546,995272,0,0,13915,19226,30865483,51.01,3078,1747,3072,6401,3373937,1686531,1686531,97.39,96.98,14,99.99,3.8,11140,11064,76,0,0,1368.37,32,0.09,"T1PKS, NRPS-like, NRPS",264644,8270.12,7215.5,1,0.03626975,0.03626975,1.491124266,NODE_3225_length_2993_cov_30.561061|F,NR_138441,98.909,492,1.93E-139,Trichoderma viride CBS 119325 ITS region; from TYPE material,1103 (84.07%),1097 (83.61%),6 (0.46%),152 (11.59%),57 (4.34%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
133,4.87,16133,9932,1331,109,1,0,32684759,29135507,9293027,1301404,36064,0,13408,36064,31647315,50.81,3311,1901,2952,6109,3248359,1623914,1623914,97.88,97.4,13,99.99,4.45,11220,11126,94,0,0,1350.67,30,0.1,"T1PKS, NRPS-like, NRPS",286248,9541.6,7861.5,1,0.044139531,0.044139531,1.505838134,NODE_11541_length_725_cov_18.481605|F,NR_138441,99.419,937,0.00E+00,Trichoderma viride CBS 119325 ITS region; from TYPE material,1098 (83.69%),1093 (83.31%),5 (0.38%),169 (12.88%),45 (3.43%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
134,19.67,15950,9698,1342,129,2,0,32399935,28829884,9573329,1568894,61346,0,13164,36078,31339844,50.9,3382,1902,2835,5924,3645158,1822255,1822255,97.94,97.55,15,99.99,4.07,11140,11047,93,0,0,1395.59,31,0.1,"T1PKS, NRPS-like, NRPS",301352,9721.03,7601,1,0.043285773,0.043285773,1.538811818,NODE_2417_length_3694_cov_24.525091|F,NR_138441,100,466,1.16E-131,Trichoderma viride CBS 119325 ITS region; from TYPE material,1130 (86.13%),1125 (85.75%),5 (0.38%),141 (10.75%),41 (3.12%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
135,17.89,23447,9193,208,1,0,0,26118310,18260995,1284302,11445,0,0,16505,11445,23500001,53,1732,1062,4243,8577,2527107,1263326,1263326,93.06,92.66,13,99.99,3.15,0,0,0,0,0,0,5,0.2,"T1PKS, NRPS",33632,6726.4,7433,1,0.065487502,0.065487502,0.509608975,NODE_4146_length_1751_cov_33.636700|F,NR_166015,98.596,630,1.46E-180,Trichoderma caribbaeum var. caribbaeum CBS 119093 ITS region; from TYPE material,,,,,,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
136,12.53,24313,8785,129,1,0,0,25141379,16516344,745147,10208,0,0,17017,10208,22381863,52.68,1565,973,4526,9059,1230477,615143,615143,89.93,88.24,6,99.99,11.52,0,0,0,0,0,0,1,1,T1PKS,5974,5974,5974,1,0.03950881,0.03950881,0.022468516,NODE_3087_length_1891_cov_22.981859|F,NR_138456,98.71,1098,0.00E+00,Trichoderma koningii ATCC 64262 ITS region; from reference material,,,,,,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
137,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,383,Owen River Valley,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,rubicunda,Green,Fruticose,"Mild, sub-humid"
138,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,396,Haast Rd,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,undetermined,Foliose,"Mild, humid"
139,13.24,5881,1,0,0,0,0,1679257,2529,0,0,0,0,184,2529,108568,56.43,570,527,82,131,57074,28537,28537,3.68,3.46,2,99.83,175.01,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_3002_length_258_cov_2.339901|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,,,,,,Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,396,Haast Rd,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,undetermined,Foliose,"Mild, humid"
140,9.17,21809,9899,360,10,0,0,28102802,21414342,2311136,118272,0,0,16324,15418,26025821,52.11,2003,1204,3988,8173,1941285,970492,970492,94.79,94.05,10,99.99,5.71,10595,10553,42,0,0,1069.88,11,0.09,"T1PKS, NRPS, NRPS-like",85997,7817.91,6775,1,0.035879551,0.035879551,1.137328601,NODE_5129_length_1721_cov_39.976788|F,NR_138441,100,462,1.48E-130,Trichoderma viride CBS 119325 ITS region; from TYPE material,760 (57.93%),756 (57.62%),4 (0.3%),376 (28.66%),176 (13.41%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,396,Haast Rd,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,undetermined,Foliose,"Mild, humid"
141,4.49,85099,4074,4,0,0,0,34056668,5385476,22228,0,0,0,23057,6086,18190084,50.56,787,619,8292,14857,1234408,604561,604561,67.12,54.35,5,99.89,97.14,2565,2537,28,0,0,501.27,0,0,,0,0,0,0,0,0,0,NODE_15663_length_604_cov_70.123862|F,NR_120217,88.966,351,4.31E-97,Plectania zugazae MA Fungi 53068 ITS region; from TYPE material,45 (3.43%),45 (3.43%),0 (0.0%),118 (8.99%),1149 (87.58%),Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,396,Haast Rd,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,colensoi,undetermined,Foliose,"Mild, humid"
142,0.22,22485,10894,758,33,1,0,32661277,26273574,4993316,396652,31726,0,16888,31726,30567212,53.41,2405,1377,3836,8047,1904634,949040,949040,95.55,92.59,8,99.99,8.92,12503,12424,79,0,0,1109.89,13,0.15,"T1PKS, NRPS",115996,8922.77,9939,1,0.038253345,0.038253345,1.181887214,NODE_10291_length_1069_cov_28.138004|F|ITS2,NR_077168,88.811,172,7.93E-44,Preussia flanaganii CBS 112.73 ITS region; from TYPE material,877 (66.84%),874 (66.62%),3 (0.23%),318 (24.24%),117 (8.92%),Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,397,Haast beach,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,coronata,Tripartite,Foliose,"Mild, humid"
143,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,397,Haast beach,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,coronata,Tripartite,Foliose,"Mild, humid"
144,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,397,Haast beach,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,coronata,Tripartite,Foliose,"Mild, humid"
145,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,397,Haast beach,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,coronata,Tripartite,Foliose,"Mild, humid"
146,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,397,Haast beach,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,coronata,Tripartite,Foliose,"Mild, humid"
147,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,397,Haast beach,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,coronata,Tripartite,Foliose,"Mild, humid"
148,49.18,13271,1960,183,51,3,0,9338065,4950405,1628840,773773,81826,0,4634,29806,6785960,60.02,1876,943,801,2104,5603256,2800079,2800079,83.01,82.7,80,99.93,61.6,0,0,0,0,0,0,1,0,ladderane,19476,19476,19476,1,0.2153184,0.2153184,0.863111254,NODE_10061_length_250_cov_6.553846|F,NR_137730,93.363,331,2.21E-91,Preussia persica CBS 117680 ITS region; from TYPE material,4 (0.3%),4 (0.3%),0,14 (1.1%),1294 (98.6%),Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
149,2.52,30621,41,0,0,0,0,9389558,56037,0,0,0,0,1731,3805,1078571,53.13,596,541,736,1211,690449,345217,345217,8.45,8.39,6,99.97,25.03,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_12098_length_295_cov_124.929167|F|ITS2,NR_159861,100,300,3.84E-82,Fusarium babinda CBS 397.96 ITS region; from TYPE material,3 (0.2%),3 (0.2%),0,64 (4.9%),1245 (94.9%),Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
150,34.36,11705,8499,1610,192,0,0,31207911,29365373,11974575,2494655,0,0,10279,22611,30673214,49.27,4120,2471,2350,4736,0,0,0,0,0,0,0,0.49,11813,11676,137,0,0,1412.98,49,0.2,"indole, NRPS-like, other, terpene, T1PKS, NRPS",511906,10447.06,9416,1,0.059080761,0.059080761,1.515331366,NODE_6237_length_1342_cov_101.341564|F,NR_165994,99.796,902,0.00E+00,Penicillium bialowiezense CBS 227.28 ITS region; from TYPE material,1186 (90.4%),1178 (89.79%),8 (0.61%),100 (7.62%),26 (1.98%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
151,80.59,43300,8453,115,42,3,1,32206430,13933042,1157403,670889,103703,52985,24461,52985,25161844,52.42,1080,749,7151,14173,7952470,3975274,3975274,88.05,87.55,36,99.98,14.78,11775,11748,27,0,0,765.88,3,0,"arylpolyene, ladderane, RiPP-like, NRPS",35848,11949.33,9373,1,0.120919961,0.120919961,0.843789425,NODE_3326_length_1482_cov_17.482657|F,NR_158423,94.721,520,2.78E-147,Fusarium algeriense NRRL MOLD:66647 ITS region; from TYPE material,286 (21.8%),285 (21.72%),1 (0.08%),474 (36.13%),552 (42.07%),Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
152,14.64,62221,1398,37,3,0,0,24721303,2317791,271324,33826,0,0,11936,11684,9140602,51.16,715,585,4137,7697,2938642,1468931,1468931,42.55,42.38,13,99.99,7.22,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_37407_length_291_cov_46.974576|F,NR_159861,100,527,3.08E-150,Fusarium babinda CBS 397.96 ITS region; from TYPE material,,,,,,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
153,137.78,36392,16143,682,59,5,0,46943433,36031657,4856754,902777,166268,0,25952,44781,43035950,50.9,2103,1266,6216,12810,16954679,8474009,8474009,91.92,91.61,44,99.98,9.46,16737,16618,119,0,0,1105.79,25,0.2,"RiPP-like, siderophore, NRPS-like, T1PKS, NRPS",233946,9357.84,7824,1,0.036035062,0.036035062,1.11353677,NODE_2338_length_3308_cov_2.226973|F|ITS2,NR_159777,83.582,117,3.19E-26,Cancellidium applanatum CBS 337.76 ITS region; from TYPE material,892 (67.99%),889 (67.76%),3 (0.23%),281 (21.42%),139 (10.59%),Sordariomycetes,Sordariomycetes incertae sedis,0,Cancellidium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
154,75.42,48650,11896,111,31,0,0,39519775,19714024,1008362,483007,0,0,30055,23725,32563782,50.56,1177,798,8729,17175,10933533,5465651,5465651,81.73,81.48,30,99.99,4.39,14368,14287,81,0,0,742.34,4,0.25,"NRPS-like, arylpolyene, ladderane, T1PKS, NRPS",55621,13905.25,13034,1,0.148211008,0.148211008,0.640330869,NODE_394_length_3292_cov_1.193365|F|ITS2,NR_159777,83.582,117,1.44E-26,Cancellidium applanatum CBS 337.76 ITS region; from TYPE material,232 (17.68%),231 (17.61%),1 (0.08%),483 (36.81%),597 (45.5%),Sordariomycetes,Sordariomycetes incertae sedis,0,Cancellidium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
155,0.18,1393,0,0,0,0,0,333163,0,0,0,0,0,2,625,1245,58.8,625,620,1,2,40082,20041,20041,0.4,0.4,10,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,278,Mangarakau swamp,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, humid"
156,5.43,45093,395,0,0,0,0,16437423,467316,0,0,0,0,7077,2517,4743023,51.81,653,563,2873,4838,1480731,740312,740312,22.26,22.14,7,100,0.63,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_25240_length_294_cov_82.707113|F,NR_138441,100,540,4.00E-154,Trichoderma viride CBS 119325 ITS region; from TYPE material,23 (1.8%),23 (1.8%),0,237 (18.1%),1052 (80.1%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,278,Mangarakau swamp,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, humid"
157,5.31,36703,1422,0,0,0,0,15453373,1815352,0,0,0,0,8986,3518,6880910,57.2,758,607,3310,5851,1262372,631146,631146,41.37,41.24,8,99.99,3.78,4906,4903,3,0,0,611.06,0,0,,0,0,0,0,0,0,0,NODE_21167_length_306_cov_251.737052|F,NR_138451,99.346,553,5.37E-158,Trichoderma hispanicum CBS 130540 ITS region; from TYPE material,76 (5.79%),76 (5.79%),0 (0.0%),288 (21.95%),948 (72.26%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,278,Mangarakau swamp,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, humid"
158,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
159,29.34,51045,3577,1255,896,406,151,56707772,34902538,31101751,28521049,20584198,11769548,18540,251160,44778925,53.56,21363,1261,485,2382,0,0,0,0,0,0,0,426.17,20464,20270,194,0,0,1046.6,30,0.3,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",796593,26553.1,21909.5,0.77,0.063189439,0.063189439,1.764975097,NODE_49535_length_283_cov_91.410256|F|ITS1,NR_157517,100,263,4.32E-71,Epicoccum rosae MFLU 15-3639 ITS region; from TYPE material,1220 (92.99%),1180 (89.94%),40 (3.05%),70 (5.34%),22 (1.68%),Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
160,100.13,6185,3945,2078,1133,196,8,33453977,32376998,27592357,20789083,6380133,466788,4829,70255,33009051,53.08,13234,7037,762,1606,28267403,14129975,14129975,98.68,97.68,72,99.99,0.09,11764,11609,155,0,0,1388.75,26,0.23,"indole, NRPS-like, terpene, T1PKS, NRPS",437447,16824.88,14454.5,1,0.043065933,0.043065933,1.984220734,,,,,,,1188 (90.55%),1185 (90.32%),3 (0.23%),87 (6.63%),37 (2.82%),unidentified,unidentified,unidentified,unidentified,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
161,35.46,14012,10459,2940,595,7,0,45190560,43137326,23947772,7838143,197619,0,12479,37008,44610578,52.67,5349,3031,2623,5378,0,0,0,0,0,0,0,0.78,15181,15040,141,0,0,1369.68,56,0.12,"indole, NRPS-like, terpene, T1PKS, NRPS",535036,9554.21,8429,1,0.046298013,0.046298013,1.755669052,NODE_10111_length_1106_cov_68.021450|F|ITS2,NR_156664,100,302,1.08E-82,Pestalotiopsis dianellae ITS region; from TYPE material,1201 (91.54%),1197 (91.23%),4 (0.3%),78 (5.95%),33 (2.52%),Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
162,54.23,13854,7845,3175,1132,58,1,45951473,43760142,31345027,16963761,1862261,55289,9362,55289,44852823,58.34,7812,4336,1752,3668,14424879,7206073,7206073,99.36,98.87,40,99.96,30.97,12969,12807,162,0,0,1415.54,65,0.18,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",849784,13073.6,11968,1,0.065517915,0.065517915,1.902579995,NODE_6558_length_1743_cov_320.969787|F,NR_153478,94.004,710,0,Nigrospora musae CBS 319.34 ITS region; from TYPE material,1184 (90.24%),1182 (90.09%),2 (0.15%),77 (5.87%),51 (3.89%),Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
163,26.11,25180,14827,1275,81,0,0,45193508,39281734,8663276,936647,0,0,20591,20144,43465943,53,2858,1687,4793,9746,0,0,0,0,0,0,0,0.41,14764,14660,104,0,0,1218.09,28,0.04,"T1PKS, NRPS-like, NRPS",238058,8502.07,7652,1,0.045283725,0.045283725,1.499716632,NODE_13767_length_1115_cov_1.886640|F|ITS2,NR_168818,93.75,97.1,2.17E-20,Cylindrotrichum submersum MFLU 18-2320 ITS region; from TYPE material,1028 (78.35%),1023 (77.97%),5 (0.38%),186 (14.18%),98 (7.47%),Sordariomycetes,Glomerellales,Reticulascaceae,Cylindrotrichum,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
164,10.69,45314,6191,3,0,0,0,27151860,8859567,21624,0,0,0,20925,7698,19164758,49.43,955,700,6932,12819,2984039,1491191,1491191,70.26,69.9,11,99.99,5.53,7421,7392,29,0,0,617.82,0,0,,0,0,0,0,0,0,0,NODE_34873_length_298_cov_115.905350|F|ITS1,NR_163530,100,318,1.14E-87,Penicillium glabrum CBS 125543 ITS region; from TYPE material,135 (10.29%),134 (10.21%),1 (0.08%),344 (26.22%),833 (63.49%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
165,47.47,32603,13425,1743,142,1,0,48265931,39545824,12212313,1724648,45670,0,19079,45670,43466531,53.02,3274,1887,4116,8502,13054917,6524740,6524740,93.94,93.74,31,99.99,1.08,15748,15661,87,0,0,1290.04,45,0.11,"fungal-RiPP, T1PKS, NRPS-like, NRPS",421644,9369.87,8317,1,0.05816246,0.05816246,1.563136585,NODE_10475_length_1480_cov_56.705100|F|ITS2,NR_156664,100,302,1.08E-82,Pestalotiopsis dianellae ITS region; from TYPE material,1178 (89.79%),1175 (89.56%),3 (0.23%),107 (8.16%),27 (2.06%),Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
166,0.93,16145,5,0,0,0,0,4371069,12860,0,0,0,0,201,4164,126514,55.93,574,529,82,140,256426,128206,128206,2.34,2.31,5,99.98,15.81,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_7492_length_254_cov_6.713568|F,NR_145237,98.031,442,9.96E-125,Pestalotiopsis parva CBS 278.35 ITS region; from TYPE material,,,,,,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
167,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
168,2.48,36523,176,0,0,0,0,12580653,205333,0,0,0,0,4556,2589,2963104,54.87,629,555,1889,3147,692826,346410,346410,19.23,19.08,5,100,2.02,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_15981_length_316_cov_63.586207|F|ITS2,NR_134432,99.422,315,1.48E-86,Trichoderma caerulescens CBS 130011 ITS region; from TYPE material,16 (1.2%),16 (1.2%),0,138 (10.5%),1158 (88.3%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
169,21.04,44780,16829,247,6,0,0,46927810,31474920,1535771,76859,0,0,31533,13954,41989642,47.53,1574,999,8472,16847,5783708,2890862,2890862,93.37,92.85,17,99.99,3.02,0,0,0,0,0,0,3,0.33,"T1PKS, NRPS-like",22984,7661.33,8317,1,0.052854946,0.052854946,0.414395518,NODE_26037_length_639_cov_2.710938|F|ITS2,NR_137072,99.543,399,5.17E-112,Umbelopsis angularis CBS 603.68 ITS region; from TYPE material,,,,,,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
170,77.87,11071,6978,3302,1376,99,0,46459268,45090158,35219638,21465771,2985264,0,7841,47972,45711082,52.48,9407,5289,1520,3120,21333030,10660224,10660224,99.64,99.39,62,99.98,14.46,14430,14295,135,0,0,1466.35,76,0.16,"indole, fungal-RiPP, T3PKS, NRPS-like, terpene, T1PKS, NRPS",994350,13083.55,11066,0.99,0.054058823,0.054058823,2.093343038,,,,,,,1269 (96.72%),1266 (96.49%),3 (0.23%),30 (2.29%),13 (0.99%),unidentified,unidentified,unidentified,unidentified,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
171,26.45,20729,13393,1597,125,1,0,42770704,38528277,11024225,1547042,30166,0,17571,30166,41580244,53.67,3232,1906,4036,8231,0,0,0,0,0,0,0,1.01,15053,14956,97,0,0,1291.8,28,0.14,"T1PKS, terpene, NRPS-like, NRPS",250682,8952.93,7648.5,1,0.033424353,0.033424353,1.444283747,NODE_13209_length_1024_cov_54.707915|F|ITS2,NR_111022,99.39,298,1.40E-81,Pestalotiopsis pallidotheae MAFF 240993 ITS region; from TYPE material,1137 (86.66%),1135 (86.51%),2 (0.15%),136 (10.37%),39 (2.97%),Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,288,Mangarakau swamp,Lecanoromycetes,Lecanorales,Collemataceae,Leptogium,cyanescens,Cyano,Foliose,"Mild, humid"
