,bgc,min.cosine,genome,BiG-SLiCE class
1999,lichen_218.scaffold_28.region001,0.029130412,lichen_218,class-Polyketide
2000,lichen_218.scaffold_289.region001,0.013186813,lichen_218,class-Polyketide
2001,lichen_218.scaffold_333.region001,0.024122807,lichen_218,class-Polyketide
2002,lichen_218.scaffold_420.region001,0.041258517,lichen_218,class-Polyketide
2003,lichen_218.scaffold_431.region001,0.007168551,lichen_218,class-NRP
2004,lichen_218.scaffold_439.region001,0.057971014,lichen_218,class-NRP
2005,lichen_218.scaffold_455.region001,0.012237035,lichen_218,class-NRP
2006,lichen_218.scaffold_46.region001,0.006344915,lichen_218,class-NRP
2007,lichen_218.scaffold_477.region001,0.006600732,lichen_218,class-NRP
2008,lichen_218.scaffold_50.region001,0.027253086,lichen_218,class-NRP
2009,lichen_218.scaffold_575.region001,0.035946274,lichen_218,class-NRP
2010,lichen_218.scaffold_61.region001,0.0126539,lichen_218,class-NRP
2011,lichen_22.scaffold_101.region001,0.085989524,lichen_22,class-Polyketide
2012,lichen_22.scaffold_1113.region001,0.0,lichen_22,class-Terpene
2013,lichen_22.scaffold_116.region001,0.00990099,lichen_22,class-NRP
2014,lichen_22.scaffold_144.region001,0.057712148,lichen_22,class-Polyketide
2015,lichen_22.scaffold_151.region001,0.199371436,lichen_22,class-Terpene
2016,lichen_22.scaffold_176.region001,0.072975189,lichen_22,class-Terpene
2017,lichen_22.scaffold_185.region001,0.044876168,lichen_22,class-Polyketide
2018,lichen_22.scaffold_196.region001,0.169367646,lichen_22,class-NRP
2019,lichen_22.scaffold_271.region001,0.094912693,lichen_22,class-NRP
2020,lichen_22.scaffold_318.region001,0.089830186,lichen_22,class-NRP
2021,lichen_22.scaffold_379.region001,0.011494253,lichen_22,class-Terpene
2022,lichen_22.scaffold_406.region001,0.028012232,lichen_22,class-Polyketide
2023,lichen_22.scaffold_455.region001,0.091193951,lichen_22,class-Polyketide
2024,lichen_22.scaffold_46.region001,0.141735146,lichen_22,class-NRP
2025,lichen_22.scaffold_532.region001,0.092391304,lichen_22,class-Other
2026,lichen_22.scaffold_538.region001,0.016716909,lichen_22,class-NRP
2027,lichen_22.scaffold_565.region001,0.028659804,lichen_22,class-Polyketide
2028,lichen_22.scaffold_595.region001,0.014285714,lichen_22,class-Polyketide
2029,lichen_22.scaffold_718.region001,0.152208752,lichen_22,class-Other
2030,lichen_22.scaffold_913.region001,0.012987013,lichen_22,class-Terpene
2031,lichen_22.scaffold_92.region001,0.110168435,lichen_22,class-Terpene
2032,lichen_22.scaffold_926.region001,0.032663169,lichen_22,class-Polyketide
2033,lichen_22.scaffold_980.region001,0.00212766,lichen_22,class-Polyketide
2034,lichen_221.c00105_NODE_10...region001,0.0,lichen_221,class-NRP
2035,lichen_221.c00165_NODE_16...region001,0.144155673,lichen_221,class-Other
2036,lichen_222.scaffold_1074.region001,0.011574074,lichen_222,class-Polyketide
2037,lichen_222.scaffold_1202.region001,0.006774414,lichen_222,class-NRP
2038,lichen_222.scaffold_121.region001,0.005061143,lichen_222,class-NRP
2039,lichen_222.scaffold_1286.region001,0.101658448,lichen_222,class-NRP
2040,lichen_222.scaffold_1423.region001,0.01734104,lichen_222,class-Polyketide
2041,lichen_222.scaffold_153.region001,0.015352675,lichen_222,class-NRP
2042,lichen_222.scaffold_1629.region001,0.125016878,lichen_222,class-NRP
2043,lichen_222.scaffold_180.region001,0.292893219,lichen_222,class-Polyketide
2044,lichen_222.scaffold_211.region001,0.036531372,lichen_222,class-Polyketide
2045,lichen_222.scaffold_263.region001,0.023071749,lichen_222,class-Polyketide
2046,lichen_222.scaffold_281.region001,0.02173913,lichen_222,class-NRP
2047,lichen_222.scaffold_380.region001,0.035087719,lichen_222,class-Polyketide
2048,lichen_222.scaffold_396.region001,0.026044428,lichen_222,class-Polyketide
2049,lichen_222.scaffold_410.region001,0.105654474,lichen_222,class-NRP
2050,lichen_222.scaffold_532.region001,0.066341815,lichen_222,class-NRP
2051,lichen_222.scaffold_546.region001,0.03125,lichen_222,class-Other
2052,lichen_222.scaffold_55.region001,0.053388819,lichen_222,class-NRP
2053,lichen_222.scaffold_553.region001,0.072469424,lichen_222,class-Polyketide
2054,lichen_222.scaffold_593.region001,0.014472543,lichen_222,class-NRP
2055,lichen_222.scaffold_617.region001,0.034302123,lichen_222,class-Polyketide
2056,lichen_222.scaffold_637.region001,0.026126056,lichen_222,class-Polyketide
2057,lichen_222.scaffold_645.region001,0.155180526,lichen_222,class-NRP
2058,lichen_222.scaffold_750.region001,0.012820513,lichen_222,class-Terpene
2059,lichen_222.scaffold_812.region001,0.030162615,lichen_222,class-Polyketide
2060,lichen_222.scaffold_88.region001,0.189356517,lichen_222,class-Terpene
2061,lichen_222.scaffold_91.region001,0.005010541,lichen_222,class-Polyketide
2062,lichen_222.scaffold_974.region001,0.030159252,lichen_222,class-Polyketide
2063,lichen_222.scaffold_98.region001,0.009933117,lichen_222,class-NRP
2064,lichen_222.scaffold_980.region001,0.050874404,lichen_222,class-Polyketide
2065,lichen_222.scaffold_998.region001,0.0,lichen_222,class-NRP
2066,lichen_223.c00034_NODE_34...region001,0.0,lichen_223,class-RiPP
2067,lichen_223.c00043_NODE_43...region001,0.150355707,lichen_223,class-NRP
2068,lichen_223.c00114_NODE_11...region001,0.272036617,lichen_223,class-Polyketide
2069,lichen_224.scaffold_1079.region001,1.11e-16,lichen_224,class-Terpene
2070,lichen_224.scaffold_1140.region001,0.013138638,lichen_224,class-Polyketide
2071,lichen_224.scaffold_1225.region001,0.0,lichen_224,class-NRP
2072,lichen_224.scaffold_1230.region001,0.006112381,lichen_224,class-NRP
2073,lichen_224.scaffold_1253.region001,0.0,lichen_224,class-Terpene
2074,lichen_224.scaffold_1305.region001,0.00990099,lichen_224,class-NRP
2075,lichen_224.scaffold_135.region001,1.11e-16,lichen_224,class-NRP
2076,lichen_224.scaffold_1473.region001,0.0,lichen_224,class-Polyketide
2077,lichen_224.scaffold_1594.region001,0.0,lichen_224,class-NRP
2078,lichen_224.scaffold_1624.region001,0.0,lichen_224,class-Terpene
2079,lichen_224.scaffold_1664.region001,0.0,lichen_224,class-Polyketide
2080,lichen_224.scaffold_1788.region001,0.02173913,lichen_224,class-Terpene
2081,lichen_224.scaffold_194.region001,0.035564364,lichen_224,class-Polyketide
2082,lichen_224.scaffold_209.region001,0.0,lichen_224,class-NRP
2083,lichen_224.scaffold_21.region001,0.062111065,lichen_224,class-NRP
2084,lichen_224.scaffold_214.region001,2.22e-16,lichen_224,class-Terpene
2085,lichen_224.scaffold_2252.region001,0.0,lichen_224,class-NRP
2086,lichen_224.scaffold_2396.region001,0.043478261,lichen_224,class-Terpene
2087,lichen_224.scaffold_251.region001,0.037593985,lichen_224,class-Other
2088,lichen_224.scaffold_254.region001,0.0,lichen_224,class-Terpene
2089,lichen_224.scaffold_2602.region001,0.0,lichen_224,class-NRP
2090,lichen_224.scaffold_2805.region001,0.012820513,lichen_224,class-NRP
2091,lichen_224.scaffold_291.region001,0.011788231,lichen_224,class-NRP
2092,lichen_224.scaffold_297.region001,0.007518797,lichen_224,class-Other
2093,lichen_224.scaffold_368.region001,0.001675042,lichen_224,class-Polyketide
2094,lichen_224.scaffold_384.region001,0.026273953,lichen_224,class-NRP
2095,lichen_224.scaffold_41.region001,0.047311401,lichen_224,class-Polyketide
2096,lichen_224.scaffold_463.region001,0.027091429,lichen_224,class-Polyketide
2097,lichen_224.scaffold_47.region001,0.003766492,lichen_224,class-NRP
2098,lichen_224.scaffold_559.region001,0.001814882,lichen_224,class-Polyketide
2099,lichen_224.scaffold_57.region001,0.0,lichen_224,class-Other
2100,lichen_224.scaffold_579.region001,0.0,lichen_224,class-NRP
2101,lichen_224.scaffold_600.region001,0.033542066,lichen_224,class-Polyketide
2102,lichen_224.scaffold_619.region001,0.018547141,lichen_224,class-Polyketide
2103,lichen_224.scaffold_783.region001,0.010841122,lichen_224,class-Polyketide
2104,lichen_224.scaffold_792.region001,0.015873016,lichen_224,class-Polyketide
2105,lichen_224.scaffold_865.region001,0.041781957,lichen_224,class-NRP
2106,lichen_224.scaffold_869.region001,0.0,lichen_224,class-Terpene
2107,lichen_224.scaffold_87.region001,0.0,lichen_224,class-NRP
2108,lichen_224.scaffold_898.region001,0.0,lichen_224,class-NRP
2109,lichen_224.scaffold_9.region001,0.064577465,lichen_224,class-NRP
2110,lichen_224.scaffold_932.region001,0.0,lichen_224,class-NRP
2111,lichen_225.scaffold_1.region001,0.070145223,lichen_225,class-NRP
2112,lichen_225.scaffold_113.region001,0.014308426,lichen_225,class-Polyketide
2113,lichen_225.scaffold_128.region001,0.026499476,lichen_225,class-Polyketide
2114,lichen_225.scaffold_132.region001,0.016129032,lichen_225,class-Polyketide
2115,lichen_225.scaffold_133.region001,0.012341671,lichen_225,class-NRP
2116,lichen_225.scaffold_138.region001,0.038416829,lichen_225,class-Polyketide
2117,lichen_225.scaffold_166.region001,0.009626676,lichen_225,class-Polyketide
2118,lichen_225.scaffold_179.region001,0.054024504,lichen_225,class-Polyketide
2119,lichen_225.scaffold_19.region001,0.007067226,lichen_225,class-NRP
2120,lichen_225.scaffold_220.region001,0.037741791,lichen_225,class-NRP
2121,lichen_225.scaffold_231.region001,0.055456171,lichen_225,class-Polyketide
2122,lichen_225.scaffold_247.region001,0.022664168,lichen_225,class-NRP
2123,lichen_225.scaffold_249.region001,0.019230769,lichen_225,class-NRP
2124,lichen_225.scaffold_340.region001,0.0,lichen_225,class-NRP
2125,lichen_225.scaffold_351.region001,0.005422698,lichen_225,class-NRP
2126,lichen_225.scaffold_4.region001,0.025359195,lichen_225,class-NRP
2127,lichen_225.scaffold_429.region001,0.015384615,lichen_225,class-Polyketide
2128,lichen_225.scaffold_430.region001,0.03763021,lichen_225,class-NRP
2129,lichen_225.scaffold_46.region001,0.011561082,lichen_225,class-NRP
2130,lichen_225.scaffold_469.region001,0.177382971,lichen_225,class-NRP
2131,lichen_225.scaffold_733.region001,0.06505301,lichen_225,class-NRP
2132,lichen_225.scaffold_91.region001,0.0,lichen_225,class-NRP
2133,lichen_226.scaffold_1.region001,0.011788231,lichen_226,class-NRP
2134,lichen_226.scaffold_11.region001,0.009626676,lichen_226,class-Polyketide
2135,lichen_226.scaffold_18.region001,0.016375965,lichen_226,class-NRP
2136,lichen_226.scaffold_2.region001,0.041403337,lichen_226,class-NRP
2137,lichen_226.scaffold_33.region001,0.0,lichen_226,class-NRP
2138,lichen_226.scaffold_4.region001,0.053542585,lichen_226,class-NRP
2139,lichen_226.scaffold_41.region001,0.016199144,lichen_226,class-NRP
2140,lichen_226.scaffold_92.region001,0.024501425,lichen_226,class-Polyketide
2141,lichen_229.scaffold_102.region001,0.060414912,lichen_229,class-NRP
2142,lichen_229.scaffold_1240.region001,0.018808777,lichen_229,class-Polyketide
2143,lichen_229.scaffold_1289.region001,0.001715266,lichen_229,class-Polyketide
2144,lichen_229.scaffold_133.region001,0.042700076,lichen_229,class-NRP
2145,lichen_229.scaffold_1471.region001,0.0,lichen_229,class-NRP
2146,lichen_229.scaffold_1472.region001,1.11e-16,lichen_229,class-Polyketide
2147,lichen_229.scaffold_1526.region001,0.0,lichen_229,class-NRP
2148,lichen_229.scaffold_1589.region001,0.08441224,lichen_229,class-NRP
2149,lichen_229.scaffold_1603.region001,0.097494527,lichen_229,class-NRP
2150,lichen_229.scaffold_1815.region001,0.043478261,lichen_229,class-NRP
2151,lichen_229.scaffold_1878.region001,0.152208752,lichen_229,class-Terpene
2152,lichen_229.scaffold_244.region001,0.0,lichen_229,class-NRP
2153,lichen_229.scaffold_245.region001,0.060104601,lichen_229,class-NRP
2154,lichen_229.scaffold_257.region001,0.00780493,lichen_229,class-Polyketide
2155,lichen_229.scaffold_261.region001,0.0,lichen_229,class-Terpene
2156,lichen_229.scaffold_28.region001,0.023211005,lichen_229,class-NRP
2157,lichen_229.scaffold_325.region001,0.321767002,lichen_229,class-Polyketide
2158,lichen_229.scaffold_422.region001,0.031722676,lichen_229,class-Polyketide
2159,lichen_229.scaffold_47.region001,0.058997214,lichen_229,class-Polyketide
2160,lichen_229.scaffold_511.region001,0.0,lichen_229,class-Terpene
2161,lichen_229.scaffold_531.region001,0.03960396,lichen_229,class-NRP
2162,lichen_229.scaffold_70.region001,0.0,lichen_229,class-NRP
2163,lichen_229.scaffold_82.region001,0.014285714,lichen_229,class-Polyketide
2164,lichen_229.scaffold_855.region001,0.048533567,lichen_229,class-Polyketide
2165,lichen_229.scaffold_861.region001,0.0,lichen_229,class-Terpene
2166,lichen_229.scaffold_921.region001,0.029371348,lichen_229,class-Polyketide
2167,lichen_229.scaffold_94.region001,0.008064516,lichen_229,class-NRP
2168,lichen_23.scaffold_101.region001,1.11e-16,lichen_23,class-NRP
2169,lichen_23.scaffold_112.region001,0.1690168,lichen_23,class-Polyketide
2170,lichen_23.scaffold_124.region001,0.319546213,lichen_23,class-NRP
2171,lichen_23.scaffold_129.region001,0.090134588,lichen_23,class-Polyketide
2172,lichen_23.scaffold_134.region001,0.146049435,lichen_23,class-NRP
2173,lichen_23.scaffold_145.region001,0.047298882,lichen_23,class-NRP
2174,lichen_23.scaffold_159.region001,0.141863473,lichen_23,class-Polyketide
2175,lichen_23.scaffold_17.region001,0.010416667,lichen_23,class-Terpene
2176,lichen_23.scaffold_179.region001,0.0,lichen_23,class-Terpene
2177,lichen_23.scaffold_184.region001,0.112824876,lichen_23,class-Polyketide
2178,lichen_23.scaffold_186.region001,0.0,lichen_23,class-Terpene
2179,lichen_23.scaffold_19.region001,0.017172317,lichen_23,class-NRP
2180,lichen_23.scaffold_191.region001,0.019188042,lichen_23,class-NRP
2181,lichen_23.scaffold_225.region001,0.058721063,lichen_23,class-Polyketide
2182,lichen_23.scaffold_270.region001,0.01092728,lichen_23,class-Polyketide
2183,lichen_23.scaffold_28.region001,0.038922192,lichen_23,class-Polyketide
2184,lichen_23.scaffold_348.region001,0.035431451,lichen_23,class-Polyketide
2185,lichen_23.scaffold_373.region001,0.079965773,lichen_23,class-Polyketide
2186,lichen_23.scaffold_38.region001,0.039231077,lichen_23,class-NRP
2187,lichen_23.scaffold_427.region001,0.019607843,lichen_23,class-Polyketide
2188,lichen_23.scaffold_47.region001,0.057046433,lichen_23,class-Polyketide
2189,lichen_23.scaffold_505.region001,0.074710802,lichen_23,class-Polyketide
2190,lichen_23.scaffold_522.region001,0.010869565,lichen_23,class-NRP
2191,lichen_23.scaffold_620.region001,0.043478261,lichen_23,class-NRP
2192,lichen_23.scaffold_642.region001,0.010778634,lichen_23,class-Polyketide
2193,lichen_23.scaffold_66.region001,0.047298882,lichen_23,class-NRP
2194,lichen_23.scaffold_745.region001,0.010695495,lichen_23,class-Terpene
2195,lichen_23.scaffold_8.region001,0.0,lichen_23,class-Terpene
2196,lichen_23.scaffold_802.region001,0.052808546,lichen_23,class-Polyketide
2197,lichen_23.scaffold_90.region001,0.062516526,lichen_23,class-Polyketide
2198,lichen_234.scaffold_44.region001,0.175385886,lichen_234,class-NRP
2199,lichen_234.scaffold_461.region001,0.066341815,lichen_234,class-NRP
2200,lichen_234.scaffold_53.region001,0.136638761,lichen_234,class-Terpene
2201,lichen_234.scaffold_575.region001,0.151125312,lichen_234,class-Terpene
2202,lichen_234.scaffold_968.region001,0.02173913,lichen_234,class-NRP
2203,lichen_234.scaffold_988.region001,0.008064516,lichen_234,class-NRP
2204,lichen_24.scaffold_11.region001,0.093452845,lichen_24,class-NRP
2205,lichen_24.scaffold_1144.region001,0.022257552,lichen_24,class-Polyketide
2206,lichen_24.scaffold_124.region001,0.055738599,lichen_24,class-Polyketide
2207,lichen_24.scaffold_1336.region001,0.01980198,lichen_24,class-Polyketide
2208,lichen_24.scaffold_1341.region001,0.015543513,lichen_24,class-Polyketide
2209,lichen_24.scaffold_1342.region001,0.045977011,lichen_24,class-NRP
2210,lichen_24.scaffold_1405.region001,0.028753443,lichen_24,class-Polyketide
2211,lichen_24.scaffold_1512.region001,0.0,lichen_24,class-Terpene
2212,lichen_24.scaffold_1647.region001,0.031387932,lichen_24,class-Polyketide
2213,lichen_24.scaffold_1677.region001,0.036880218,lichen_24,class-Polyketide
2214,lichen_24.scaffold_1799.region001,0.0,lichen_24,class-NRP
2215,lichen_24.scaffold_2039.region001,0.0,lichen_24,class-NRP
2216,lichen_24.scaffold_229.region001,0.0,lichen_24,class-Terpene
2217,lichen_24.scaffold_231.region001,0.159428217,lichen_24,class-Terpene
2218,lichen_24.scaffold_255.region001,0.022352567,lichen_24,class-Polyketide
2219,lichen_24.scaffold_27.region001,0.138299584,lichen_24,class-NRP
2220,lichen_24.scaffold_271.region001,0.039709307,lichen_24,class-Polyketide
2221,lichen_24.scaffold_29.region001,0.094679041,lichen_24,class-Polyketide
2222,lichen_24.scaffold_306.region001,0.198343511,lichen_24,class-NRP
2223,lichen_24.scaffold_357.region001,0.017946465,lichen_24,class-NRP
2224,lichen_24.scaffold_367.region001,0.142101544,lichen_24,class-NRP
2225,lichen_24.scaffold_388.region001,0.066237844,lichen_24,class-NRP
2226,lichen_24.scaffold_398.region001,0.087129071,lichen_24,class-Terpene
2227,lichen_24.scaffold_431.region001,0.021476909,lichen_24,class-Polyketide
2228,lichen_24.scaffold_46.region001,0.331331659,lichen_24,class-NRP
2229,lichen_24.scaffold_530.region001,0.035659298,lichen_24,class-Polyketide
2230,lichen_24.scaffold_593.region001,0.173243083,lichen_24,class-Polyketide
2231,lichen_24.scaffold_653.region001,0.012864705,lichen_24,class-NRP
2232,lichen_24.scaffold_665.region001,0.112468401,lichen_24,class-NRP
2233,lichen_24.scaffold_738.region001,1.11e-16,lichen_24,class-NRP
2234,lichen_24.scaffold_744.region001,0.012685503,lichen_24,class-NRP
