,BGC,GCF,GCC
5744,CP090037.1.region004.gbk,GCF_1048,GCC_3
5745,CP090037.1.region005.gbk,GCF_1048,GCC_3
5746,CP090038.1.region001.gbk,GCF_187,GCC_46
5747,CP090038.1.region002.gbk,GCF_1056,GCC_12
5748,CP090038.1.region003.gbk,GCF_497,GCC_36
5749,CP090039.1.region001.gbk,GCF_2135,GCC_4
5750,CP090039.1.region002.gbk,GCF_240,GCC_58
5751,CP090040.1.region001.gbk,GCF_3279,GCC_58
5752,CP090040.1.region002.gbk,GCF_1254,GCC_45
5753,CP090041.1.region001.gbk,GCF_785,GCC_28
5754,CP090041.1.region002.gbk,GCF_2370,GCC_46
5755,CP090041.1.region003.gbk,GCF_685,GCC_58
5756,CP090041.1.region004.gbk,GCF_226,GCC_46
5757,CP090163.1.region001.gbk,GCF_3133,GCC_58
5758,CP090163.1.region002.gbk,GCF_87,GCC_36
5759,CP090163.1.region003.gbk,GCF_1237,GCC_75
5760,CP090164.1.region001.gbk,GCF_2555,GCC_46
5761,CP090164.1.region002.gbk,GCF_3427,GCC_4
5762,CP090166.1.region001.gbk,GCF_2817,GCC_4
5763,CP090166.1.region002.gbk,GCF_1710,GCC_28
5764,CP090166.1.region003.gbk,GCF_2669,GCC_34
5765,CP090166.1.region004.gbk,GCF_3072,GCC_4
5766,CP090167.1.region001.gbk,GCF_4316,GCC_58
5767,CP090167.1.region002.gbk,GCF_10,GCC_58
5768,CP090168.1.region001.gbk,GCF_4628,GCC_4
5769,CP090168.1.region002.gbk,GCF_4045,GCC_46
5770,CP090169.1.region001.gbk,GCF_1868,GCC_46
5771,CP090169.1.region002.gbk,GCF_1722,GCC_45
5772,CP090169.1.region003.gbk,GCF_607,GCC_4
5773,CP090170.1.region001.gbk,GCF_189,GCC_58
5774,CP090170.1.region002.gbk,GCF_2598,GCC_46
5775,CP090170.1.region003.gbk,GCF_2957,GCC_46
5776,CP090170.1.region004.gbk,GCF_147,GCC_58
5777,CP090171.1.region001.gbk,GCF_4413,GCC_4
5778,CP090171.1.region002.gbk,GCF_239,GCC_4
5779,CP090171.1.region003.gbk,GCF_2946,GCC_46
5780,CP090172.1.region001.gbk,GCF_3428,GCC_4
5781,CP090173.1.region001.gbk,GCF_2963,GCC_4
5782,CP090173.1.region002.gbk,GCF_4525,GCC_46
5783,CP090173.1.region003.gbk,GCF_18,GCC_58
5784,CP090173.1.region004.gbk,GCF_3163,GCC_4
5785,CP090173.1.region005.gbk,GCF_18,GCC_58
5786,CP090173.1.region006.gbk,GCF_217,GCC_4
5787,CP090173.1.region007.gbk,GCF_3537,GCC_4
5788,CP090173.1.region008.gbk,GCF_3916,GCC_28
5789,CP090173.1.region009.gbk,GCF_310,GCC_58
5790,CP090174.1.region001.gbk,GCF_3410,GCC_4
5791,CP090174.1.region002.gbk,GCF_3250,GCC_46
5792,CP090174.1.region003.gbk,GCF_18,GCC_58
5793,CP090174.1.region004.gbk,GCF_69,GCC_58
5794,CP090175.1.region001.gbk,GCF_18,GCC_58
5795,CP090175.1.region002.gbk,GCF_67,GCC_75
5796,CP090175.1.region003.gbk,GCF_72,GCC_46
5797,CP090175.1.region004.gbk,GCF_4441,GCC_5
5798,CP091248.1.region001.gbk,GCF_1063,GCC_75
5799,CP091249.1.region001.gbk,GCF_288,GCC_30
5800,CP091253.1.region001.gbk,GCF_981,GCC_46
5801,CP091256.1.region001.gbk,GCF_375,GCC_46
5802,CP099418.1.region001.gbk,GCF_147,GCC_58
5803,CP099418.1.region002.gbk,GCF_3076,GCC_4
5804,CP099418.1.region003.gbk,GCF_87,GCC_36
5805,CP099418.1.region004.gbk,GCF_18,GCC_58
5806,CP099418.1.region005.gbk,GCF_1237,GCC_75
5807,CP099419.1.region001.gbk,GCF_2035,GCC_46
5808,CP099419.1.region002.gbk,GCF_4186,GCC_46
5809,CP099420.1.region001.gbk,GCF_679,GCC_75
5810,CP099422.1.region001.gbk,GCF_4088,GCC_4
5811,CP099422.1.region002.gbk,GCF_65,GCC_28
5812,CP099422.1.region003.gbk,GCF_3326,GCC_28
5813,CP099423.1.region001.gbk,GCF_2709,GCC_46
5814,CP099423.1.region002.gbk,GCF_4774,GCC_45
5815,CP099424.1.region001.gbk,GCF_2528,GCC_46
5816,CP099424.1.region002.gbk,GCF_607,GCC_4
5817,CP099424.1.region003.gbk,GCF_611,GCC_46
5818,CP099424.1.region004.gbk,GCF_2979,GCC_46
5819,CP099425.1.region001.gbk,GCF_4077,GCC_4
5820,CP099425.1.region002.gbk,GCF_3706,GCC_46
5821,CP099425.1.region003.gbk,GCF_3829,GCC_4
5822,CP099426.1.region001.gbk,GCF_4763,GCC_4
5823,CP099426.1.region002.gbk,GCF_2602,GCC_46
5824,CP099426.1.region003.gbk,GCF_4478,GCC_46
5825,CP099426.1.region004.gbk,GCF_3981,GCC_4
5826,CP099427.1.region001.gbk,GCF_4630,GCC_4
5827,CP099428.1.region001.gbk,GCF_544,GCC_58
5828,CP099428.1.region002.gbk,GCF_2223,GCC_4
5829,CP099428.1.region003.gbk,GCF_3660,GCC_46
5830,CP099429.1.region001.gbk,GCF_18,GCC_58
5831,CP099429.1.region002.gbk,GCF_4503,GCC_4
5832,CP099429.1.region003.gbk,GCF_4802,GCC_4
5833,CP099433.1.region001.gbk,GCF_18,GCC_58
5834,CP102997.1.region001.gbk,GCF_3714,GCC_4
5835,CP102997.1.region002.gbk,GCF_413,GCC_45
5836,CP102997.1.region003.gbk,GCF_734,GCC_46
5837,CP102997.1.region004.gbk,GCF_29,GCC_58
5838,CP102997.1.region005.gbk,GCF_622,GCC_58
5839,CP102997.1.region006.gbk,GCF_406,GCC_46
5840,CP102997.1.region007.gbk,GCF_168,GCC_58
5841,CP102997.1.region008.gbk,GCF_551,GCC_58
5842,CP102997.1.region009.gbk,GCF_497,GCC_36
5843,CP102997.1.region010.gbk,GCF_2297,GCC_3
5844,CP102997.1.region011.gbk,GCF_305,GCC_58
5845,CP102997.1.region012.gbk,GCF_1234,GCC_4
5846,CP102997.1.region013.gbk,GCF_332,GCC_46
5847,CP102998.1.region001.gbk,GCF_879,GCC_45
5848,CP102998.1.region002.gbk,GCF_2341,GCC_27
5849,CP102998.1.region003.gbk,GCF_244,GCC_75
5850,CP102998.1.region004.gbk,GCF_29,GCC_58
5851,CP102998.1.region005.gbk,GCF_151,GCC_3
5852,CP102998.1.region006.gbk,GCF_1740,GCC_46
5853,CP102998.1.region007.gbk,GCF_18,GCC_58
5854,CP102998.1.region008.gbk,GCF_3319,GCC_36
5855,CP102998.1.region009.gbk,GCF_2227,GCC_33
5856,CP102999.1.region001.gbk,GCF_211,GCC_4
5857,CP102999.1.region002.gbk,GCF_29,GCC_58
5858,CP102999.1.region003.gbk,GCF_431,GCC_46
5859,CP102999.1.region004.gbk,GCF_833,GCC_4
5860,CP102999.1.region005.gbk,GCF_2233,GCC_4
5861,CP102999.1.region006.gbk,GCF_4211,GCC_45
5862,CP102999.1.region007.gbk,GCF_464,GCC_4
5863,CP103000.1.region001.gbk,GCF_1071,GCC_3
5864,CP103000.1.region002.gbk,GCF_652,GCC_28
5865,CP103000.1.region003.gbk,GCF_246,GCC_46
5866,CP103000.1.region004.gbk,GCF_935,GCC_18
5867,CP103000.1.region005.gbk,GCF_1243,GCC_45
5868,CP103000.1.region006.gbk,GCF_2051,GCC_75
5869,CP103000.1.region007.gbk,GCF_240,GCC_58
5870,CP104050.1.region001.gbk,GCF_413,GCC_45
5871,CP104050.1.region002.gbk,GCF_1592,GCC_75
5872,CP104050.1.region003.gbk,GCF_29,GCC_58
5873,CP104050.1.region004.gbk,GCF_357,GCC_4
5874,CP104051.1.region001.gbk,GCF_187,GCC_46
5875,CP104051.1.region002.gbk,GCF_1230,GCC_58
5876,CP104051.1.region003.gbk,GCF_21,GCC_46
5877,CP104051.1.region004.gbk,GCF_211,GCC_4
5878,CP104052.1.region001.gbk,GCF_29,GCC_58
5879,CP104052.1.region002.gbk,GCF_1785,GCC_4
5880,CP104052.1.region003.gbk,GCF_2341,GCC_27
5881,CP104052.1.region004.gbk,GCF_143,GCC_58
5882,CP104052.1.region005.gbk,GCF_423,GCC_58
5883,CP104052.1.region006.gbk,GCF_575,GCC_58
5884,CP104053.1.region001.gbk,GCF_669,GCC_46
5885,CP104054.1.region001.gbk,GCF_61,GCC_36
5886,CP104054.1.region002.gbk,GCF_1056,GCC_12
5887,CP104055.1.region001.gbk,GCF_2864,GCC_46
5888,CP104055.1.region002.gbk,GCF_685,GCC_58
5889,CP104055.1.region003.gbk,GCF_785,GCC_28
5890,CP104056.1.region001.gbk,GCF_29,GCC_58
5891,CP104056.1.region002.gbk,GCF_141,GCC_58
5892,CP104056.1.region003.gbk,GCF_29,GCC_58
5893,CP104056.1.region004.gbk,GCF_4562,GCC_4
5894,CP104056.1.region005.gbk,GCF_2264,GCC_4
5895,CP104057.1.region001.gbk,GCF_315,GCC_4
5896,CP104057.1.region002.gbk,GCF_3001,GCC_53
5897,CP104059.1.region001.gbk,GCF_29,GCC_58
5898,CP104059.1.region002.gbk,GCF_1897,GCC_58
5899,CP104059.1.region003.gbk,GCF_240,GCC_58
5900,CP104060.1.region001.gbk,GCF_143,GCC_58
5901,CP104060.1.region002.gbk,GCF_4173,GCC_75
5902,CP104060.1.region003.gbk,GCF_1003,GCC_4
5903,CP104060.1.region004.gbk,GCF_831,GCC_4
5904,CP104061.1.region001.gbk,GCF_29,GCC_58
5905,CP104061.1.region002.gbk,GCF_328,GCC_4
5906,CP104061.1.region003.gbk,GCF_1889,GCC_30
5907,CP104061.1.region004.gbk,GCF_642,GCC_46
5908,CP104061.1.region005.gbk,GCF_1048,GCC_3
5909,CP104063.1.region001.gbk,GCF_2620,GCC_4
5910,CP110421.1.region001.gbk,GCF_1161,GCC_75
5911,CP110424.1.region001.gbk,GCF_87,GCC_36
5912,CP110424.1.region002.gbk,GCF_21,GCC_46
5913,CP110424.1.region003.gbk,GCF_679,GCC_75
5914,CP110429.1.region001.gbk,GCF_288,GCC_30
5915,CP110436.1.region001.gbk,GCF_4457,GCC_4
5916,CP110439.1.region001.gbk,GCF_1161,GCC_75
5917,CP110442.1.region001.gbk,GCF_87,GCC_36
5918,CP110442.1.region002.gbk,GCF_21,GCC_46
5919,CP110442.1.region003.gbk,GCF_679,GCC_75
5920,CP110449.1.region001.gbk,GCF_288,GCC_30
5921,CP110456.1.region001.gbk,GCF_4457,GCC_4
5922,CP110630.1.region001.gbk,GCF_3232,GCC_28
5923,CP110630.1.region002.gbk,GCF_256,GCC_75
5924,CP110630.1.region003.gbk,GCF_2705,GCC_46
5925,CP110630.1.region004.gbk,GCF_2577,GCC_46
5926,CP110630.1.region005.gbk,GCF_25,GCC_4
5927,CP110630.1.region006.gbk,GCF_484,GCC_58
5928,CP110631.1.region001.gbk,GCF_4915,GCC_4
5929,CP110631.1.region002.gbk,GCF_2596,GCC_46
5930,CP110631.1.region003.gbk,GCF_4141,GCC_4
5931,CP110631.1.region004.gbk,GCF_4161,GCC_75
5932,CP110632.1.region001.gbk,GCF_3633,GCC_46
5933,CP110632.1.region002.gbk,GCF_4624,GCC_58
5934,CP110632.1.region003.gbk,GCF_1161,GCC_75
5935,CP110632.1.region004.gbk,GCF_4670,GCC_30
5936,CP110701.1.region001.gbk,GCF_502,GCC_75
5937,CP110701.1.region002.gbk,GCF_1161,GCC_75
5938,CP110701.1.region003.gbk,GCF_4477,GCC_36
5939,CP110702.1.region001.gbk,GCF_4715,GCC_28
5940,CP110704.1.region001.gbk,GCF_3032,GCC_75
5941,CP110710.1.region001.gbk,GCF_55,GCC_46
5942,CP110714.1.region001.gbk,GCF_82,GCC_52
5943,CP110717.1.region001.gbk,GCF_288,GCC_30
5944,CP113767.1.region001.gbk,GCF_1248,GCC_46
5945,CP113767.1.region002.gbk,GCF_2494,GCC_2
5946,CP113778.1.region001.gbk,GCF_1161,GCC_75
5947,CP115611.1.region001.gbk,GCF_1896,GCC_75
5948,CP115611.1.region002.gbk,GCF_508,GCC_4
5949,CP115611.1.region003.gbk,GCF_4317,GCC_46
5950,CP115612.1.region001.gbk,GCF_838,GCC_46
5951,CP115613.1.region001.gbk,GCF_1752,GCC_46
5952,CR380957.2.region001.gbk,GCF_2494,GCC_2
5953,CR380957.2.region002.gbk,GCF_55,GCC_46
5954,CR380959.2.region001.gbk,GCF_1161,GCC_75
5955,CR382122.1.region001.gbk,GCF_1684,GCC_46
5956,CR382124.1.region001.gbk,GCF_282,GCC_75
5957,CR382127.1.region001.gbk,GCF_1252,GCC_75
5958,CR382131.1.region001.gbk,GCF_4650,GCC_46
5959,CR382133.2.region001.gbk,GCF_694,GCC_75
5960,CR382136.2.region001.gbk,GCF_165,GCC_75
5961,CR382136.2.region002.gbk,GCF_1917,GCC_46
5962,CU329670.1.region001.gbk,GCF_508,GCC_4
5963,CU329670.1.region002.gbk,GCF_838,GCC_46
5964,CU329671.1.region001.gbk,GCF_1896,GCC_75
5965,CU329672.1.region001.gbk,GCF_3316,GCC_46
5966,CU928170.1.region001.gbk,GCF_1070,GCC_75
5967,CU928170.1.region002.gbk,GCF_1313,GCC_46
5968,CU928173.1.region001.gbk,GCF_208,GCC_75
5969,CU928175.1.region001.gbk,GCF_1248,GCC_46
5970,CU928176.1.region001.gbk,GCF_446,GCC_30
5971,CU928180.1.region001.gbk,GCF_270,GCC_2
5972,DS231743.1.region001.gbk,GCF_2047,GCC_19
5973,DS231744.1.region001.gbk,GCF_767,GCC_4
5974,DS231761.1.region001.gbk,GCF_848,GCC_46
5975,DS231778.1.region001.gbk,GCF_25,GCC_4
5976,FM992688.1.region001.gbk,GCF_1917,GCC_46
5977,FM992689.1.region001.gbk,GCF_1161,GCC_75
5978,FN392319.1.region001.gbk,GCF_528,GCC_46
5979,FN392321.1.region001.gbk,GCF_817,GCC_75
5980,FO082050.1.region001.gbk,GCF_165,GCC_75
5981,FO082051.1.region001.gbk,GCF_165,GCC_75
5982,FO082054.1.region001.gbk,GCF_694,GCC_75
5983,FO082055.1.region001.gbk,GCF_694,GCC_75
5984,FO082058.1.region001.gbk,GCF_1917,GCC_46
5985,FO082059.1.region001.gbk,GCF_1917,GCC_46
5986,FQ311430.1.region001.gbk,GCF_721,GCC_28
5987,FQ311435.1.region001.gbk,GCF_313,GCC_75
5988,FQ311441.1.region001.gbk,GCF_1351,GCC_4
5989,FQ311445.1.region001.gbk,GCF_18,GCC_58
5990,FQ311452.1.region001.gbk,GCF_760,GCC_46
5991,FQ311452.1.region002.gbk,GCF_490,GCC_46
5992,FQ311463.1.region001.gbk,GCF_267,GCC_4
5993,FQ311463.1.region002.gbk,GCF_3444,GCC_75
5994,FQ311471.1.region001.gbk,GCF_1836,GCC_46
5995,FQ311472.1.region001.gbk,GCF_917,GCC_46
5996,HE576754.1.region001.gbk,GCF_560,GCC_75
5997,HE576759.1.region001.gbk,GCF_2494,GCC_2
5998,HE576760.1.region001.gbk,GCF_1248,GCC_46
5999,HE580267.1.region001.gbk,GCF_1942,GCC_46
6000,HE580272.1.region001.gbk,GCF_2494,GCC_2
6001,HE580277.1.region001.gbk,GCF_1608,GCC_75
6002,HE612856.1.region001.gbk,GCF_1942,GCC_46
6003,HE612857.1.region001.gbk,GCF_270,GCC_2
6004,HE612858.1.region001.gbk,GCF_513,GCC_75
6005,HE612864.1.region001.gbk,GCF_560,GCC_75
6006,HE616743.1.region001.gbk,GCF_1070,GCC_75
6007,HE616744.1.region001.gbk,GCF_1248,GCC_46
6008,HE616748.1.region001.gbk,GCF_270,GCC_2
6009,HE650824.1.region001.gbk,GCF_1248,GCC_46
6010,HE650827.1.region001.gbk,GCF_2494,GCC_2
6011,HE650832.1.region001.gbk,GCF_2147,GCC_75
6012,HE681720.1.region001.gbk,GCF_1917,GCC_46
6013,HE681721.1.region001.gbk,GCF_1062,GCC_75
6014,HE806316.1.region001.gbk,GCF_2494,GCC_2
6015,HE806319.1.region001.gbk,GCF_2780,GCC_75
6016,HE806323.1.region001.gbk,GCF_1942,GCC_46
6017,HE978315.1.region001.gbk,GCF_1248,GCC_46
6018,HE978315.1.region002.gbk,GCF_331,GCC_30
6019,HE978324.1.region001.gbk,GCF_1103,GCC_75
6020,HE978326.1.region001.gbk,GCF_2494,GCC_2
6021,HF679023.1.region001.gbk,GCF_1193,GCC_4
6022,HF679023.1.region002.gbk,GCF_413,GCC_45
6023,HF679023.1.region003.gbk,GCF_1216,GCC_46
6024,HF679023.1.region004.gbk,GCF_335,GCC_58
6025,HF679023.1.region005.gbk,GCF_1640,GCC_45
6026,HF679023.1.region006.gbk,GCF_2038,GCC_4
6027,HF679024.1.region001.gbk,GCF_211,GCC_4
6028,HF679024.1.region002.gbk,GCF_2051,GCC_75
6029,HF679024.1.region003.gbk,GCF_2349,GCC_45
6030,HF679024.1.region004.gbk,GCF_240,GCC_58
6031,HF679025.1.region001.gbk,GCF_49,GCC_58
6032,HF679025.1.region002.gbk,GCF_10,GCC_58
6033,HF679025.1.region003.gbk,GCF_21,GCC_46
6034,HF679025.1.region004.gbk,GCF_935,GCC_18
6035,HF679025.1.region005.gbk,GCF_669,GCC_46
6036,HF679025.1.region006.gbk,GCF_1104,GCC_28
6037,HF679025.1.region007.gbk,GCF_1188,GCC_46
6038,HF679026.1.region001.gbk,GCF_358,GCC_46
6039,HF679026.1.region002.gbk,GCF_794,GCC_58
6040,HF679026.1.region003.gbk,GCF_517,GCC_45
6041,HF679027.1.region001.gbk,GCF_1818,GCC_46
6042,HF679027.1.region002.gbk,GCF_18,GCC_58
6043,HF679027.1.region003.gbk,GCF_1234,GCC_4
6044,HF679027.1.region004.gbk,GCF_497,GCC_36
6045,HF679027.1.region005.gbk,GCF_154,GCC_36
6046,HF679028.1.region001.gbk,GCF_1025,GCC_4
6047,HF679028.1.region002.gbk,GCF_24,GCC_4
6048,HF679028.1.region003.gbk,GCF_3500,GCC_27
6049,HF679028.1.region004.gbk,GCF_143,GCC_58
6050,HF679029.1.region001.gbk,GCF_197,GCC_4
6051,HF679030.1.region001.gbk,GCF_29,GCC_58
6052,HF679030.1.region002.gbk,GCF_1222,GCC_45
6053,HF679030.1.region003.gbk,GCF_10,GCC_58
6054,HF679031.1.region001.gbk,GCF_141,GCC_58
6055,HF679031.1.region002.gbk,GCF_1145,GCC_33
6056,HF679031.1.region003.gbk,GCF_354,GCC_4
6057,HF679031.1.region004.gbk,GCF_715,GCC_58
6058,HF679031.1.region005.gbk,GCF_167,GCC_12
6059,HF679032.1.region001.gbk,GCF_29,GCC_58
6060,HF679032.1.region002.gbk,GCF_2382,GCC_46
6061,HF679032.1.region003.gbk,GCF_161,GCC_46
6062,HF679032.1.region004.gbk,GCF_899,GCC_58
6063,HF679033.1.region001.gbk,GCF_29,GCC_58
6064,HF679033.1.region002.gbk,GCF_1614,GCC_45
6065,HF679033.1.region003.gbk,GCF_244,GCC_75
6066,HF679033.1.region004.gbk,GCF_1992,GCC_58
6067,HF679033.1.region005.gbk,GCF_670,GCC_4
6068,HF679033.1.region006.gbk,GCF_1838,GCC_58
6069,HF679034.1.region001.gbk,GCF_4733,GCC_83
6070,HG992977.1.region001.gbk,GCF_96,GCC_4
6071,HG992977.1.region002.gbk,GCF_1155,GCC_58
6072,HG992977.1.region003.gbk,GCF_567,GCC_4
6073,HG992977.1.region004.gbk,GCF_189,GCC_58
6074,HG992977.1.region005.gbk,GCF_240,GCC_58
6075,HG992977.1.region006.gbk,GCF_25,GCC_4
6076,HG992977.1.region007.gbk,GCF_294,GCC_4
6077,HG992977.1.region008.gbk,GCF_149,GCC_4
6078,HG992977.1.region009.gbk,GCF_149,GCC_4
6079,HG992977.1.region010.gbk,GCF_149,GCC_4
6080,HG992978.1.region001.gbk,GCF_3588,GCC_46
6081,HG992978.1.region002.gbk,GCF_488,GCC_58
6082,HG992978.1.region003.gbk,GCF_289,GCC_58
6083,HG992978.1.region004.gbk,GCF_958,GCC_4
6084,HG992978.1.region005.gbk,GCF_294,GCC_4
6085,HG992979.1.region001.gbk,GCF_10,GCC_58
6086,HG992979.1.region002.gbk,GCF_294,GCC_4
6087,HG992979.1.region003.gbk,GCF_294,GCC_4
6088,HG992979.1.region004.gbk,GCF_79,GCC_36
6089,HG992979.1.region005.gbk,GCF_149,GCC_4
6090,HG992979.1.region006.gbk,GCF_25,GCC_4
6091,HG992979.1.region007.gbk,GCF_3632,GCC_4
6092,HG992979.1.region008.gbk,GCF_25,GCC_4
6093,HG992979.1.region009.gbk,GCF_149,GCC_4
6094,HG992979.1.region010.gbk,GCF_3761,GCC_4
6095,HG992979.1.region011.gbk,GCF_2290,GCC_4
6096,HG992979.1.region012.gbk,GCF_1046,GCC_36
6097,HG992979.1.region013.gbk,GCF_4304,GCC_46
6098,HG992979.1.region014.gbk,GCF_219,GCC_46
6099,HG992980.1.region001.gbk,GCF_252,GCC_4
6100,HG992980.1.region002.gbk,GCF_129,GCC_58
6101,HG992980.1.region003.gbk,GCF_66,GCC_36
6102,HG992980.1.region004.gbk,GCF_149,GCC_4
6103,HG992980.1.region005.gbk,GCF_25,GCC_4
6104,HG992980.1.region006.gbk,GCF_149,GCC_4
6105,HG992980.1.region007.gbk,GCF_149,GCC_4
6106,HG992980.1.region008.gbk,GCF_25,GCC_4
6107,HG992980.1.region009.gbk,GCF_3536,GCC_4
6108,HG992981.1.region001.gbk,GCF_29,GCC_58
6109,HG992981.1.region002.gbk,GCF_18,GCC_58
6110,HG992981.1.region003.gbk,GCF_121,GCC_46
6111,HG992981.1.region004.gbk,GCF_529,GCC_58
6112,HG992982.1.region001.gbk,GCF_189,GCC_58
6113,HG992982.1.region002.gbk,GCF_143,GCC_58
6114,HG992982.1.region003.gbk,GCF_3979,GCC_45
6115,HG992983.1.region001.gbk,GCF_463,GCC_58
6116,HG992983.1.region002.gbk,GCF_29,GCC_58
6117,HG992983.1.region003.gbk,GCF_10,GCC_58
6118,HG992983.1.region004.gbk,GCF_10,GCC_58
6119,HG992983.1.region005.gbk,GCF_29,GCC_58
6120,HG992984.1.region001.gbk,GCF_140,GCC_4
6121,HG992985.1.region001.gbk,GCF_2010,GCC_75
6122,HG992985.1.region002.gbk,GCF_516,GCC_58
6123,HG992985.1.region003.gbk,GCF_1161,GCC_75
6124,HG992985.1.region004.gbk,GCF_4376,GCC_58
6125,HG992986.1.region001.gbk,GCF_3582,GCC_4
6126,HG992986.1.region002.gbk,GCF_29,GCC_58
6127,HG992987.1.region001.gbk,GCF_1232,GCC_46
6128,HG992987.1.region002.gbk,GCF_1109,GCC_4
6129,HG992988.1.region001.gbk,GCF_914,GCC_27
6130,HG994141.1.region001.gbk,GCF_1248,GCC_46
6131,HG994141.1.region002.gbk,GCF_2494,GCC_2
6132,HG994147.1.region001.gbk,GCF_1161,GCC_75
6133,JAAFOX010000001.region001.gbk,GCF_2592,GCC_4
6134,JAAFOX010000001.region002.gbk,GCF_567,GCC_4
6135,JAAFOX010000001.region003.gbk,GCF_96,GCC_4
6136,JAAFOX010000001.region004.gbk,GCF_1211,GCC_28
6137,JAAFOX010000001.region005.gbk,GCF_1157,GCC_58
6138,JAAFOX010000001.region006.gbk,GCF_2478,GCC_45
6139,JAAFOX010000001.region007.gbk,GCF_122,GCC_58
6140,JAAFOX010000004.region001.gbk,GCF_3588,GCC_46
6141,JAAFOX010000004.region002.gbk,GCF_1830,GCC_28
6142,JAAFOX010000004.region003.gbk,GCF_488,GCC_58
6143,JAAFOX010000006.region001.gbk,GCF_1092,GCC_4
6144,JAAFOX010000007.region001.gbk,GCF_1456,GCC_4
6145,JAAFOX010000008.region001.gbk,GCF_108,GCC_58
6146,JAAFOX010000009.region001.gbk,GCF_199,GCC_58
6147,JAAFOX010000010.region001.gbk,GCF_525,GCC_58
6148,JAAFOX010000015.region001.gbk,GCF_29,GCC_58
6149,JAAFOX010000022.region001.gbk,GCF_1109,GCC_4
6150,JAAFOX010000023.region001.gbk,GCF_2010,GCC_75
6151,JAAFOX010000023.region002.gbk,GCF_516,GCC_58
6152,JAAFOX010000024.region001.gbk,GCF_29,GCC_58
6153,JAAFOX010000025.region001.gbk,GCF_1161,GCC_75
6154,JAAFOX010000025.region002.gbk,GCF_614,GCC_58
6155,JAAFOX010000031.region001.gbk,GCF_29,GCC_58
6156,JAAFOX010000033.region001.gbk,GCF_29,GCC_58
6157,JAAFOX010000130.region001.gbk,GCF_25,GCC_4
6158,JAAFOX010000139.region001.gbk,GCF_29,GCC_58
6159,JABFNM010000021.region001.gbk,GCF_10,GCC_58
6160,JABFNM010000022.region001.gbk,GCF_1604,GCC_4
6161,JABXXO010000007.region001.gbk,GCF_91,GCC_45
6162,JABXXO010000007.region002.gbk,GCF_1589,GCC_28
6163,JABXXO010000007.region003.gbk,GCF_82,GCC_52
6164,JABXXO010000007.region004.gbk,GCF_949,GCC_45
6165,JACDXP010000010.region001.gbk,GCF_161,GCC_46
6166,JACDXP010000015.region001.gbk,GCF_1604,GCC_4
6167,JACDXP010000015.region002.gbk,GCF_968,GCC_83
6168,JACDXP010000015.region003.gbk,GCF_388,GCC_45
6169,JACDXP010000015.region004.gbk,GCF_2382,GCC_46
6170,JACDXP010000017.region001.gbk,GCF_244,GCC_75
6171,JACDXP010000017.region002.gbk,GCF_1614,GCC_45
6172,JACDXP010000019.region001.gbk,GCF_535,GCC_4
6173,JACDXP010000019.region002.gbk,GCF_1992,GCC_58
6174,JADGGA010000009.region001.gbk,GCF_694,GCC_75
6175,JAHCSW010000001.region001.gbk,GCF_2592,GCC_4
6176,JAHCSW010000001.region002.gbk,GCF_567,GCC_4
6177,JAHCSW010000001.region003.gbk,GCF_96,GCC_4
6178,JAHCSW010000001.region004.gbk,GCF_1211,GCC_28
6179,JAHCSW010000001.region005.gbk,GCF_1157,GCC_58
6180,JAHCSW010000001.region006.gbk,GCF_3588,GCC_46
6181,JAHCSW010000001.region007.gbk,GCF_1830,GCC_28
6182,JAHCSW010000001.region008.gbk,GCF_488,GCC_58
6183,JAHCSW010000007.region001.gbk,GCF_614,GCC_58
6184,JAHCSW010000007.region002.gbk,GCF_1161,GCC_75
6185,JAHCSW010000007.region003.gbk,GCF_516,GCC_58
6186,JAHCSW010000007.region004.gbk,GCF_2010,GCC_75
6187,JAHCSW010000007.region005.gbk,GCF_525,GCC_58
6188,JAHCSW010000008.region001.gbk,GCF_87,GCC_36
6189,JAHCSW010000008.region002.gbk,GCF_4304,GCC_46
6190,JAHCSW010000008.region003.gbk,GCF_79,GCC_36
6191,JAHCSW010000008.region004.gbk,GCF_1155,GCC_58
6192,JAHCSW010000010.region001.gbk,GCF_29,GCC_58
6193,JAHCSW010000010.region002.gbk,GCF_29,GCC_58
6194,JAHCSW010000011.region001.gbk,GCF_108,GCC_58
6195,JAHCSW010000013.region001.gbk,GCF_219,GCC_46
6196,JAHCSW010000013.region002.gbk,GCF_252,GCC_4
6197,JAHCSW010000013.region003.gbk,GCF_29,GCC_58
6198,JAHCYZ010000002.region001.gbk,GCF_608,GCC_4
6199,JAHCYZ010000002.region002.gbk,GCF_15,GCC_4
6200,JAHCYZ010000002.region003.gbk,GCF_529,GCC_58
6201,JAHCYZ010000002.region004.gbk,GCF_121,GCC_46
6202,JAHCYZ010000011.region001.gbk,GCF_29,GCC_58
6203,JAHCYZ010000011.region002.gbk,GCF_29,GCC_58
6204,JAHCYZ010000012.region001.gbk,GCF_18,GCC_58
6205,JAHCYZ010000013.region001.gbk,GCF_29,GCC_58
6206,JAHCYZ010000014.region001.gbk,GCF_823,GCC_4
6207,JAHCYZ010000014.region002.gbk,GCF_29,GCC_58
6208,JAHCYZ010000017.region001.gbk,GCF_29,GCC_58
6209,JAHCYZ010000018.region001.gbk,GCF_3244,GCC_58
